"id","req_specification","class"
"170","Estimate for those?","NULL"
"194","As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.","F"
"456","As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.","A"
"118","It's exactly the same thing.","NULL"
"341",""Then, you can try it out, and then I can help you with it, and then maybe next week I'll give you just a small thing that you can do by yourself." Then, so on and so forth. That's a huge concern of mine.","NULL"
"139","Actually a lot of people opened up today, that's good.","NULL"
"1198","As a Publisher, I would like a tool to check data availability persistence after publication.","F"
"169","As a moderator, I want to delete an item from the list of items to be estimated, so that we can remove it and not estimate it.","F"
"922","As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.","F"
"256","As an NSF employee, I want to learn about how Github is used, so that I can participate in the issues as assigned.","A"
"276","That's fine.","NULL"
"370","As a trainer, I want to create a new course or event, so that site visitors can see it.","F"
"11","No, you're talking warehouse. Warehouse cycle count is different from the field.","NULL"
"401","As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.","F"
"1021","As a Publisher, I want to publish a data package in the UI, so that that it is available and published.","F"
"412","Not on the journal change. Estimate is, but isn't. So, that's what this change is, which it only took us 45 minutes to get there.","NULL"
"587","Kaylow, actually, he called to tell me that he needs to not be on the call. I was like, "Good, I don't need to figure how to conference." You think before I even have a kick-off meeting that I need to get with Daryl to get clarity on what project we're doing?","NULL"
"891","As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.","F"
"606","Did the emails say that they're disconnect?","NULL"
"441","As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.","F"
"1194","As a DeveloperDataWrangler, I want to store my Data Package in GitHub and have it automatically stored into CKAN, so that I get a data API and my dataset is listed in a relevant catalog.","A"
"520","I do a control if...","NULL"
"640","As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.","F"
"1010","Provided those printers work since they've been moved.","NULL"
"874","As a site member, I want to send an email to any member via a form, so that we can connect.","F"
"929","As a camp administrator, I want to be able to modify the information of added parents, so that I can keep parent's information up to date.","F"
"963","We need to some of these things. Baski, did you figure out how to give a response on some things?","NULL"
"1034",".","NULL"
"896","I can't do it, but...","NULL"
"81","As a moderator, I want to delete my account, so that account information and games are no longer stored.","F"
"490","As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.","F"
"920","Do you know which report she was running?","NULL"
"337","As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems.","F"
"189","As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.","F"
"914","I'm not 100 percent with what we've got.","NULL"
"513","Sure, I can run the scripts. Are they scripts that I need to create, or scripts that you're creating and you just need me to launch?","NULL"
"898","As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.","F"
"329","That did bring me to another question. I can't find warehouses in the data at all, and I know that, Ken, we got feedback from you to look at the building type field that's there, and that was beneficial. We found the field locations, and may denote it as CS, which I assume is Central Stock. RDC Remote Distribution Center, and then I think an IDC is an Intermediate Distribution Center.","NULL"
"521","As a Publisher, I want to configure my client, so that I can start publishing data packages.","F"
"965","I try to be.","NULL"
"306","So what do we have?","NULL"
"1099","Yeah.","NULL"
"892","As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT.","F"
"398","As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.","F"
"736","Are you logging is as CinBell?","NULL"
"77","It still doesn't help us because it's still going to...","NULL"
"937","As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.","F"
"88","Back when I lived here, that would never happen.","NULL"
"303","That could be done by someone else other than you.","NULL"
"144","As an employee from the HR department, I want to have access to the full information of all employees working for this business.","A"
"1033","You bothered me like three times? Bothered me?","NULL"
"165","As a moderator, I want to see all items we try to estimate this session, so that I can answer questions about the current story such as "does this include ___".","F"
"863","As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.","F"
"480","I'm perfectly fine with that. I just don't want to force someone to go get another tool now. If that's where their direction is, then that's perfectly fine with me. If it makes the most sense for us.","NULL"
"166","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","F"
"275","As a Staff member, I want to Prepare for and Support Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing.","F"
"110","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"724","It's not really a new one. It's just a concern. I think we need to have a look at this. They had a meeting about this MapPoint and I didn't know there was a meeting. Three different people came to me, "I spent 20 minutes there asking, 'Where do you use MapPoint? What do you do with it?'" I said, "What?" Three different people are asking me. They had actually they are at the meeting and...","NULL"
"806","As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.","F"
"25","As a moderator, I want to copy/paste stories from a spreadsheet, so that I can get started more quickly.","F"
"310","I'm doing it . It should be...","NULL"
"1191","Have the statuses.","NULL"
"319","As an NSF employee, I want to have editorial-planning recommendations, so that I can understand how they might impact an eventual CMS / future web presence.","A"
"961","As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.","F"
"318","As a developer, I want an DSpace integration, so that I can integrate data-packaged data with pipelines that use Dspace.","A"
"466","As a site member, I want to have full access to all articles, so that there is a benefit to being a member.","F"
"984","","NULL"
"943","As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.","F"
"775","As an admin, I want to add recycling center information, so that I can keep the database up-to-date over time.","F"
"738","As a developer, I want to know what the three initial hypotheses are, so that I can plan work around development of prototypes.","F"
"866","Microsoft, they came up with...what is it called? Local DB. SQL Express is its own Window service that runs as an entirely separate Windows service. They have a version called Local DB which is a process. When your program connects to a local DB database it's not a Window service that's already running in the background, but it kicks off an even more stripped down version of SQL Server that runs as just a plain old process.","NULL"
"1076","As a VisualDesigner, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.","A"
"810","Took you about five days, max.","NULL"
"1201","As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.","F"
"575","Moral of the story...","NULL"
"296","As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.","F"
"848","As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.","F"
"1002","What are we looking at here? What is Trello?","NULL"
"242","The guy in the field who's wanting this functionality is thinking more of an offline scanner where you sit it into a...","NULL"
"714","As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.","F"
"548","As a user researcher, I want to continue scheduling interviews for hypothesis #1, so that I can be prepared to test our first prototype.","A"
"447","Hopefully it worked for you, but we had to go through some crazy hoops with the IIS stuff that Michael couldn't initially. It's kind of crazy.","NULL"
"758","","NULL"
"1132","What do we know about the answers? What do we have on there?","NULL"
"597","Here is an example for code files, where we're going to be implementing the Telerik control map, I guess.","NULL"
"388","As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.","F"
"249","As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.","F"
"183","As an admin, I want to be able to have a dashboard that shows usage stats and locations, so that I can identify the neighbourhoods with the largest number of drop-offs and to try getting more facilities involved.","F"
"783",".","NULL"
"746","before follow it again, hours of testing .","NULL"
"1118","As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.","F"
"464","But what we can do, given this current situation, we could have a pre-iteration type thing. Where this is a design iteration, or a design two iterations, but it's relatively usable, I mean it's usable stuff that they're doing, in lieu of...","NULL"
"245","something missing.","NULL"
"175","As a content designer, I want to develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.","A"
"979","As a Researcher, I want results to be stored in a non-identifiable way, so that I can study the data to see things like whether estimates converged around the first opinion given by "estimator A" for example.","A"
"163","I'll have to hang up to call the other people, then.","NULL"
"514","We need to get that list, and then if we can do like Brian said, just be able to get an exact match on the address information, then we can find the CLLI based on that. I don't know how many would be an exact match versus ones that are close.","NULL"
"829","We could modify DC3 to maybe smooth out that process a little bit to where it's not as complicated, or streamline it. You can go either way. You're basically either...you've got to simplify the process in DC3 to only work at the frame ID level and strip out a lot of the...","NULL"
"354","As a Developer , I want to determine how agencies will generate and validate D Files from FABS and FPDS data.","F"
"1111","Yes.","NULL"
"1128","As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.","F"
"629","As a parent, I want to be able to connect with the staff in case of an emergency.","F"
"1090","As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.","F"
"517","We really messed with Paige's report. Seems like being every bad day out there with all the sudden releases.","NULL"
"105","As a Developer , I want to ensure that attempts to correct or delete non-existent records don't create new published data.","A"
"1009","As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.","F"
"187","As an agency user, I want the FABS validation rules to accept zero and blank for loan records.","F"
"1008","As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.","F"
"873","As a Developer, I want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision.","A"
"740","workflow, with everything underneath it. You click on Poles and then you've got your links to all the things you can do on the poles.","NULL"
"593","Then I'm just going to do a merge after this, get the code from 109 back to the trunk.","NULL"
"421","As a user, I want to be able to view the safe disposal events currently being organised around my area.","F"
"730","I'm getting a little loopy.","NULL"
"1147","As an estimator, I want to see the item we’re estimating, so that I know what I’m giving an estimate for.","F"
"589","As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"116","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","A"
"174","The easier thing to do is have Data Collector. The previous screen do something similar in Data Collector and then do a web service call. I don't know what that XML file is, if that's anything.","NULL"
"43","As an admin, I want to view user error logs, so that I can fix or review any issues that are being faced by users of the system.","F"
"609","On this screen for reverse retire, this what we want.","NULL"
"911","As a moderator, I want to log in using my account name and password, so that I can start using the application.","A"
"854","As a participant, I want to see who gave what estimates during the current round, so that I know this when we’re discussing the estimates.","F"
"434","As a camp administrator, I want to be able to keep my information in one place, so that the admins next year can improve on the previous years.","A"
"1018","As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","F"
"1006","Fast Path and...We need to make sure we can fit some user storage in there to keep Mahesh going. What's happening right now? You've got your user environment set up in your...? How are these designs that Corey's given being implemented right now?","NULL"
"348","As an agency user, I want to have all derived data elements derived properly.","F"
"131","As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.","F"
"932","As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.","F"
"61","Either way, it'll be a change for us. It is not like we could just allow them to send it to the existing interface and it'll change the part with what they want.","NULL"
"650","I know what project this is.","NULL"
"361","Jasmine and...","NULL"
"1049","OK, anything else?","NULL"
"130","I would think we would give them back, but for one spreadsheet that says, "Here's all the stuff we've retired, in case you want to double check it. Here's all the stuff we didn't touch, that was in your spreadsheet." Right?","NULL"
"435","Hi. Who do we have on the call?","NULL"
"980","It does work, across applications.","NULL"
"659","As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages.","A"
"544","Would you like us to run that overnight, Jim?","NULL"
"56","OK.","NULL"
"827","As a participant, I want to always have the cards in the same order across multiple draws, so that it's easy to compare estimates.","A"
"178","As an Owner, I want to reset the environment to only take Staging MAX permissions, so that I can ensure that the FABS testers no longer have access.","F"
"546","I think when you...","NULL"
"482","As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.","F"
"440","frame to do customers.","NULL"
"179","As a user, I want to view user documentation for the website, so that I know how to use the web app.","F"
"44","Yes, if you had his list, say the primary fields are the Afinium locations, of whatever they call it, ship to, and then the address, city, state, zip code, and I liked Brian's first suggestion if you just go by the city, state, zip code and then maybe list them all side by side, and then the ones that match versus the ones that didn't, we could possibly get somebody to help manually do some of those to at least get started.","NULL"
"685","Then you would just exclude the other one that has the map point stuff in it? That's what he said.","NULL"
"1036","No, plugs. This only applies to plugs. If I went back and do a hardwire, then it'll have estimate through here.","NULL"
"65","You don't want to box anybody in a corner, either. That doesn't do any good for Jasmine, to say, "OK, she's the UX person now." Not that that's a bad thing, but you would probably want to be a little bit more well rounded than that, versus looking at Miranda and going, "You're more data or business logic .","NULL"
"792","As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.","F"
"622","Fast Path. Path. Like a walkway, pathway.","NULL"
"576","However, that's not an iteration that's actually ever delivered. It gets put into the actual Notify iterations. Is that what you're saying?","NULL"
"427","As a UI designer, I want to move on to round 2 of DABS or FABS landing page edits, so that I can get approvals from leadership.","F"
"967","At the end of the day, it is the same, unless we were going to branch the code base, they're all working on the same code base, and they all need to be checked in and ready to go.","NULL"
"250","As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.","A"
"336","You could run on a laptop that's outside of the corporate network but you'd need the VPN client. To be able to talk to LCAM you'd have to run a VPN client to make that connection, and if you have...","NULL"
"48","That's why I'm saying like the contracts or whatever it is. It's almost like I don't want it to be a different approach. We're still filtering it down to, if you just want a map or not, the map is there. A lot of the times, I guess when it is...","NULL"
"1022","As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials.","A"
"604","Filtered by color?","NULL"
"177","As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.","A"
"1112","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","F"
"754","As a data user, I want to access two additional fields from the FPDS data pull.","F"
"191","That's right.","NULL"
"679","As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.","A"
"821","As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it.","F"
"325","Called up. They could hear me. I couldn't hear anybody. So, they might be talking to us.","NULL"
"541","As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.","F"
"769","Don't worry, so I think we've","NULL"
"630","As a user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.","A"
"273","If we mess up at some point, it will help us track back to what happened, where did it go wrong, and things like that. Make a quick note on here about why I'm checking this in.","NULL"
"492","As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.","F"
"693","As an Applicant, I want to Check the Status of a transaction, so that I can understand where the provisioning of my service is in the process, such as information related to service levels, fees, plan review, permit, or inspection results.","F"
"757","Even worse, really high. See if anybody notices. I might do that, now that you said that . Whenever I get to the 90s, instead of it being issue number 90 it will be like 92. Or something.","NULL"
"1085","I do, because if we have a problem we need to know, but I don't think we do.","NULL"
"426","The drop-downs, that's the bug. Those didn't work.","NULL"
"702","As long as it's not scheduled over the weekend, I don't care.","NULL"
"527","As a camp administrator, I want to be able to remove campers if they don't attend the camp anymore, so that I can keep the records organized.","F"
"529","As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.","F"
"516","As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.","A"
"1205","If well we also got to take it in, this is just a troll. We've created troll and now we've got to go find the user interface aspect of it. With map control view is referenced and what this...","NULL"
"1113","As a Publisher, I want to have private data packages, so that I can share just with my team.","F"
"875","As a FABS user, I want to download the uploaded FABS file, so that I can get the uploaded file.","F"
"508","Go ahead and finish what you're saying.","NULL"
"420","As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met","F"
"363","As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.","F"
"74","That one, I think, was a misunderstanding. Because she's trying to change it to , because in it says the equipment's available but in LCAM, it's already sourced that equipment for another shipment, so it's not available in LCAM. I really think that issue is just confusion over the fact that, that piece of equipment had already been sourced for other orders.","NULL"
"725","As a content designer, I want to demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.","A"
"676","As an Agency user, I want all historical Financial Assistance data loaded for FABS go-live.","A"
"495","Yeah.","NULL"
"274","Long-term goals.","NULL"
"666","Who do you need to sit down with?","NULL"
"391","I just wanted to clarify.","NULL"
"1024","Just so we are clear, your stuff is what you get done by April 2nd. After that it becomes their stuff, unless they decide to push after release. I know that's not the best possible solution we can turn over, but that's the one that they had given us. If they refuse to push that day, and they say they'll handle the fallout. There we go. Karen?","NULL"
"951","That's something that's maybe not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, "How do I take all of these assets I have and these things I have to do and reconcile those together?"","NULL"
"837","I've got some ideas, but I want to run it past you three real quick.","NULL"
"1143","You need to talk to . We have residents there to notify people. We need to get him on board. OK, we have decided on the Agile Class, and I am gonna get it scheduled based on everybody's calenders. John wanted us to bring a couple of the Denver people in. Talked to Matt yesterday about trying to make sure it all works with their calenders, as well. We are going do a one day class. It will probably be late April, early May would be my guess.","NULL"
"900","As a developer, I want to have the site comply with the W3C accessibility guidelines where possible, so that people with accessibility issues can use the application.","A"
"108","As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","F"
"64","As an Owner, I want to edit my profile, so that that it is updated with new information.","F"
"399","As a Developer, I want HDF5 integration, so that I can integrate data-packaged data with pipelines that use HDF5.","A"
"635","No.","NULL"
"664","Are you calling anyone?","NULL"
"925","Oh yeah, I forgot about that. We can't really start it until eight o'clock anyway, based on our stop timeline event, which isn't until seven. Grady, you might want to take half the day off tomorrow, since you're going to be working half the night.","NULL"
"349","I grew up in... DuChock.","NULL"
"266","It's planned to be in there.","NULL"
"1081","until now.","NULL"
"959","As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.","F"
"375","As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.","F"
"594","As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.","F"
"870","What about that?","NULL"
"326","As a Data user, I want to have the 12-19-2017 deletions processed","F"
"173","The Dashboard is done, as far as I'm concerned.","NULL"
"592","All right. I'm going to try to come up with JRM stories. Joel, I think, maybe the assignment stories. Managing project, I'll send those to Jasmine. Corey's going to create the mock up for the logon page.","NULL"
"71","As a team member, I want to have an updated acquisitions roadmap, so that I can plan accordingly.","A"
"294","As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.","F"
"502","He's going to have to...Is this store proc?","NULL"
"85","As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.","F"
"590","As an NSF employee, I want to narrow down the universe of CMS options and identify/prioritize key considerations for getting to the next step.","A"
"642","As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.","A"
"722","As a user, I want the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired.","A"
"846","We may be able to just take the first 11 or 13 of it and have the rest of it in something else, and they would send over the raw location code coaching on our part. There's only three options.","NULL"
"181","This is internal training?","NULL"
"557","As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","F"
"1208","As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","F"
"1080","What? I'm deaf now. I can't hear anything.","NULL"
"419","As a user, I want to be able to view a map display of the public recycling bins around my area.","F"
"104","Open a given single conversation?","NULL"
"14","As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.","F"
"1171","I forgot what it was.","NULL"
"756","As a Developer , I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time.","A"
"143","I've got the same concerns. It seems like we , but not much is getting rubbed off.","NULL"
"692","As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.","A"
"737","As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.","F"
"585","As a camp administrator, I want to be able to see medical forms, so that we can be prepared for an allergy attack","F"
"471","That was quick. Usually people take longer to dial in.","NULL"
"1048","As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.","F"
"1065","As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.","F"
"137","If you wanted to see My Conversations instead of that map all you have to do, instead of running your own search and doing that every time you're going to search...","NULL"
"90","Can we look at that?","NULL"
"807","Dang it. I thought it starts with a five. No, it's 0, 5.","NULL"
"974","Don't wait for the laundry.","NULL"
"309","As a user, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element.","F"
"729","No. I'm on .","NULL"
"647","Bye","NULL"
"708","I agree.","NULL"
"634","As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.","F"
"463","As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","F"
"152","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.","F"
"392","What we need then, is, we need specific things with dashboard, sharing functionality, and managing projects.","NULL"
"1058","As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.","F"
"824","We're attacking it from the opposite side. We're attacking it from the top down instead of the bottom up. Now I've got a placeholder for blah, and I need it to do blah really, really well, but I don't know what blah looks like yet.","NULL"
"652","You didn't do that last night?","NULL"
"543","As a CST, I want to pay an annual fee, so that my CST status is active.","F"
"726","As a tester, I want to ensure that FABS is deriving fields properly through a robust test file plus a follow up check.","A"
"1047","If you get familiar with XAML, you could split the screen, and put two controls side-by-side. It's going to reduce our real estate on the screen and stuff, but you could split it, split the two columns and put each control in there, and see if we can get them side-by-side might actually be useful for testing, and comparison, and such.","NULL"
"452","As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.","F"
"200","As a Developer, I want to update the Broker validation rule table to account for the rule updates in DB-2213.","F"
"1073","As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.","F"
"1161","As a camp administrator, I want to be able to create a registration form for both staff and kids, so that I can keep organized.","F"
"1063","1.20 might need to be moved up some depending on what option they take on the fast path. That's the one having to get it checked in. I guess we owe him that with a clean release so we may go with 20 a little bit earlier.","NULL"
"347","","NULL"
"410","Better sooner rather than later.","NULL"
"750","As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.","F"
"1127","Bye.","NULL"
"1158","I've got much better ideas after this conversation.","NULL"
"603","As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.","F"
"764","You sure ?","NULL"
"1172",".","NULL"
"97","My question was, on the spreadsheet, all the items status say complete. Is that complete at LCAM?","NULL"
