"id","req_specification","class"
"1325","As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.","F"
"48","I mean, is there a regular admin?","NULL"
"766","As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.","A"
"1253","I'm here. I am desperately trying to get the board to show up.","NULL"
"1304","Only a dozen of six words. You're going to ask your ,so that port work with the tile service. Michael, is starting today, what he did. If there is a little background, I can compile.","NULL"
"145","Because we need, I mean, you know, you work now in our business for quite a while, both of you, so, you know, the set of customers you already have.","NULL"
"658","Trust me.","NULL"
"925","As a developer, I want to have written a site which is compliant with XHTML and CSS standards, so that as many people as possible can access the site and view it as intended.","A"
"1482","As a UI designer, I want to move on to round 2 of the Help page edits, so that I can get approvals from leadership.","F"
"1322","We looked at...map control. The demo bug, the map control. CS , CS file. Those two we looked at. That's where he said our focus is going to be. Yet for some reason that graph design scared me death. why we didn't look below it, the demo file. I have no idea. I discovered that five minutes after meeting with John.","NULL"
"371","Me, I, as a manager can get feedback in whether people liked and understood the question or not.","F"
"1119","As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.","F"
"1076","Open invitation, there.","NULL"
"989","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.","F"
"880","As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.","F"
"45","I mean, we need some, some, uh, sort of, um, possibility to manage this entire tool.","F"
"1444","As a Staff member, I want to Assign a Hearing Date, so that I can present the application to the appropriate governing body within the timelines dictated by the relevant County rules and procedures.","F"
"958","Do we need to...?","NULL"
"1835","As an agency user, I want to know when the submission periods start and end, so that I know when the submission starts and ends.","A"
"1145","Then the asset .","NULL"
"1785","As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.","F"
"1341","As an data user, I want to receive updates to FABS records.","F"
"694","As an NSF employee, I want to have a final workshop to identify key lessons and features for the content management system decision.","A"
"1231","As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.","F"
"1751","As a FABS user, I want the frontend URLs to more accurately reflect the page I'm accessing, so that I'm not confused.","A"
"794","It's a lot of emails I've gone through. I've gone through more in the last two weeks than ever in a two week time span. OK. Did you all have anything specific you wanted to talk about?","NULL"
"322","True, true.","NULL"
"1228","As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.","F"
"299","Just, just to clarify this, this, if I understood this correctly, this is about users pitching new survey questions.","NULL"
"1121","All right, I'll take that back to them.","NULL"
"961","As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.","F"
"1522","As a broker team member, I want to make some updates to the SQL codes for clarity.","F"
"1177","As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","A"
"1216","Stored proc.","NULL"
"512","Then again, customization brings a certain instability to the responsive design, because we can probably not predict how it's going to look.","NULL"
"189","Well, with the user accounts that is actually I think more ideal because then we can actually like pinpoint to specific users and it's not an email floating around somewhere.","NULL"
"4","Um, I will, if it's all right with you guys, I will just give you a quick overview, but what has been going so far and I will be needing your inputs on, on, on the specific requirements.","NULL"
"1605","As a team member, I want to have a high-level sense of the project timeline, so that I can plan my work.","A"
"1610","As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.","F"
"244","I mean, without touch functionality.","NULL"
"313","That's a great idea.","NULL"
"185","Chris makes, makes a lot of sense because of the stuff you mentioned.","NULL"
"1358","As a camp administrator, I want to be able to modify the information of enrolled campers, so that I can keep the campers information up to date.","F"
"902","We estimated that, that one was three? How did we estimate that at three? Wait, this was on 45. That may not be three, because he also did not put any of the estimates on there. He did estimate that at three. Why is it three? What else has to happen? Because these are our estimates.","NULL"
"1185","As a ProspectiveApplicant, I want to research requirements and to select a service, so that I can find the relevant service and/or application type to initiate via the online portal.","F"
"867","As a Developer, I want to update the Broker validation rule table to account for the rule updates in DB-2213.","F"
"907","It's managing assets and then actions. I think there's still going to be two.","NULL"
"1757","As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.","F"
"837","Estimate for those?","NULL"
"739","As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","A"
"1011","As a Developer , I want to determine the best way to load historical FPDS data, so that I can load all FPDS data since 2007.","A"
"543","That's also really important.","NULL"
"793","Like Ken said, in net we already clean them up, so yeah, we'll eventually have to map them to Infinium.","NULL"
"210","Yeah.","NULL"
"1356","As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.","F"
"1401","As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.","F"
"756","As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"1078","As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website.","F"
"1019","conditional procedure on the prepared .","NULL"
"361","And that was the idea for, for the common box, but not for every question.","NULL"
"625","Maybe just one question, you don't have to necessarily answer it now, but maybe note it down to, to get back to me whether the reports should be exportable, for example, to, to PDF files or anything, or, or CSV.","F"
"1574","As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","F"
"258","That makes total sense actually, but yeah.","NULL"
"945","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","F"
"938","It's not far off from what we have right here. The thing is the map is going to be integrated into that page, at least when you're on a desktop situation.","NULL"
"1864","Once you approve the order. You have to, after you handle each of your detail line items, however you're going to handle, then you approve the whole order, and that's what .","NULL"
"641","Yeah.","NULL"
"940","If we mess up at some point, it will help us track back to what happened, where did it go wrong, and things like that. Make a quick note on here about why I'm checking this in.","NULL"
"696","As a Developer , I want the historical FPDS data loader to include both extracted historical data and FPDS feed data.","A"
"1508","As a Mike, I want to be able to see some metrics on use of the game, so that I can see how much it is being used.","F"
"1142","I can do that.","NULL"
"1468","I just sent it a few minutes ago. Let me see. I see...","NULL"
"716","To me, and we talked about this a little bit before. Getting this thing Notify, the HTML5, and getting the JRM functionality in, is imperative. I think we'll be able to sell a lot more and get a lot more recurring revenue if we do that.","NULL"
"1259","All right. I'm going to try to come up with JRM stories. Joel, I think, maybe the assignment stories. Managing project, I'll send those to Jasmine. Corey's going to create the mock up for the logon page.","NULL"
"1696","I know, it's hard.","NULL"
"95","Um, so yeah, like, uh, maybe we, we have this top manager, the project manager, and then typically in the company, we would also have like sub sub-ministries, right.","F"
"1449","As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.","F"
"975","Is it going to be right?","NULL"
"250","Okay.","NULL"
"673","Who is this, Joy?","NULL"
"796","As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.","F"
"609","So all the elements are there in three different languages and their manager, he can switch the language somewhere on a taco to his liking.","F"
"914","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","F"
"93","Maybe it's just simply, can you mute your mic if you're saying something?","NULL"
"1661","As a Researcher, I want an integration with https://data.mendeley.com/, so that I can validate my data upon ingest to the service.","A"
"1061","What code has Baski gone through with you?","NULL"
"1030","As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.","F"
"220","This is solely the, um, the task of a manager.","A"
"1438","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.","F"
"603","I mean, if there are just a few terms probably would make sense.","NULL"
"1387","As an owner, I want to be sure that USAspending only send grant records to my system.","A"
"1348","As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.","A"
"768","I've only got a little bit left on LCAM, I've probably got another hour or two to finish that up. There's so much for that, then I can actually look at this code and give . Then I'll start again tomorrow because I think that's it. We have a few more hours on the LCAM.","NULL"
"1626","As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.","F"
"1646","As a Researcher, I want results to be stored in a non-identifiable way, so that I can study the data to see things like whether estimates converged around the first opinion given by 'estimator A' for example.","A"
"79","Yeah.","NULL"
"1239","Kim when you say...","NULL"
"1340","As an Agency user, I want the header information box to show updated date AND time, so that I know when it was updated.","F"
"408","Just like maybe all the open text questions are grouped together in the report and all other types of questions are also grouped together,","A"
"1065","As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.","F"
"418","I'm thinking actually, but I, yeah, I haven't really thought about this specific scenario, which is quite an important one.","NULL"
"1671","As a user, I want to contact the administrators, so that I can give feedback or ask for help.","F"
"1369","As long as it's not scheduled over the weekend, I don't care.","NULL"
"345","The question type is it's like an open question texting, but it only serves the purpose for four survey fiddlers to commit their ideas.","NULL"
"1233","Yes.","NULL"
"762","I see both sides of that. Whatever you want to do.","NULL"
"1872","If well we also got to take it in, this is just a troll. We've created troll and now we've got to go find the user interface aspect of it. With map control view is referenced and what this...","NULL"
"1507","As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.","F"
"1361","As a FABS user, I want to have my validations run in a reasonable amount of time.","A"
"1539","OK, Grady's got generate report data.","NULL"
"1678","As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints.","F"
"686","Just to say, 'This is what we're doing,' and then build from there, unless you...","NULL"
"1876","As an admin, I want to onboard recycling centers on the platform, so that I can increase information accuracy.","F"
"1009","These don't look like anything I've ever seen before, so Ken and I were talking about it, and...","NULL"
"1396","No. I'm on .","NULL"
"1373","As an Applicant, I want to Resubmit Plans, so that I can review revised plans.","F"
"442","Okay.","NULL"
"1527","As a camp administrator, I want to be able to delete parents from the database, so that I can keep my pages free of unneeded clutter.","F"
"1305","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"1440","Exactly.","NULL"
"1251","He didn't want the help files available from the home page. Or from the login page, rather. Until you've logged in.","NULL"
"761","You guys went to Mugshots?","NULL"
"882","I'm actually not at the office right now. Guys, do we have anything that we need to update them on?","NULL"
"1336","Start with a plug. Start with a plug and try a frame.","NULL"
"1156","Yeah, I looked. It was OK.","NULL"
"507","That what I'm worried about is how, how we are going to represent the state of the overview, as in where, when, how do we define how the report looks, where each widget is placed?","NULL"
"1715","As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.","F"
"570","I mean, I was just also the other day I was searching the net and I found DeepL this translation API, and maybe it would also be possible to include some sort of deeper API as in if a manager or now if a user creates an English question, people will automatically translate it to German storing the germ part of this question.","F"
"1469","As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.","F"
"816","I'm not touching that.","NULL"
"1516","As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.","F"
"266","I mean, I don't know how, you know, the functionality, but sometimes if you just try swiping through and then you realize, Oh, that was the wrong side.","NULL"
"862","As a staff member, I want to denote an application with a Final Action status. So that I can finish it.","F"
"1198","As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.","F"
"541","And also in the survey interface, you can fill out the questions.","F"
"27","Um, yeah, right.","NULL"
"470","Yeah, of course.","NULL"
"1841","If you're running it on your phone.","NULL"
"1050","Because it probably won't be on this morning's call, but I'm about to start working on the work orders. I don't have blanket project information that I can tell or estimates for this stuff, so I'm sure that's going to get in the way. I'm not quite sure how they're going to want to handle that. I need to dig into this a little more so I can more appropriately formulate a question for them.","NULL"
"1609","As an Admin, I want to invite someone to join the platform, so that that they can start contributing or using data.","F"
"1877","As a Staff member, I want to Remove a Hold, so that I can allow progression through the workflow or other actions in the system now that the issue has been resolved.","F"
"214","Okay.","NULL"
"1286","As a parent, I want to be able to message my child's counselors, so that I can voice my concerns or check on my child's progress.","F"
"430","Yeah, last week, last Friday.","NULL"
"655","I'm good to, I'm just looking forward to all the notes you took.","NULL"
"252","But, but we would have to, to, to maybe restrict that on the mobile devices.","A"
"1489","As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","F"
"265","Just a quick input.","NULL"
"41","It's like, um, an online application that has different user roles.","F"
"616","So we will be building up in phase two and may possible phase three on the existing framework.","NULL"
"1296","As a parent, I want to be able to connect with the staff in case of an emergency.","F"
"1677","Provided those printers work since they've been moved.","NULL"
"1175","Go ahead and finish what you're saying.","NULL"
"624","So I show it, just clarify some, some more things that might be unclear for you, because from my side, I'm quite happy with our outcome of this meeting.","NULL"
"1552","As a parent, I want to be able to see and edit my enrolled children to the camp year, so that I can know who I already enrolled to camp, who is still pending admission etc.","F"
"1868","As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.","F"
"1173","As a site visitor, I want to read current news on the home page, so that I stay current on agile news.","F"
"1512","You probably...","NULL"
"1379","If you've got the tab functionality other than the Conversation.","NULL"
"1477","Took you about five days, max.","NULL"
"533","I mean, yeah, yeah.","NULL"
"742","Yeah.","NULL"
"587","Not, not every user has to specify own Spanish translation to be global.","A"
"1155","As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.","F"
"1208","As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.","F"
"1644","The reason that we made the map that's on the epic is because there was a lot of pieces involved in just the map. There was drawing bounding area. There was adding search criteria. There was searching for different types of assets.","NULL"
"397","That we are now found the concepts about this, because this will be a really, really important feature.","NULL"
"139","I'm not going to talk you out of it because you're, you're the business leader on this, but just think about the generalization, if, if it, if it is possible, if it makes sense?","NULL"
"813","Door.","NULL"
"113","Right.","NULL"
"374","Um, yeah, but maybe, maybe I have to think about this more anyways.","NULL"
"1675","As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.","F"
"1787","As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them.","F"
"735","As a Developer , I want to update the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header.","F"
"1212","The face for the control, it should have...","NULL"
"981","Or we can do it at a different time.","NULL"
"1506","What you used in training, everything, as far as I know, works that's there already. I just have to put it in production.","NULL"
"319","I I'm, I'm not technical enough to see if this is even yeah, if this makes sense.","NULL"
"1882","From what I've seen, I've only seen the location code and address. I don't remember anything else from that spreadsheet.","NULL"
"1685","As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","F"
"175","So we also have to consider language settings for users. I'm not really sure how we could address this problem.","A"
"1625","As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.","A"
"1587","Do you know which report she was running?","NULL"
"777","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"557","Yep.","NULL"
"676","As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.","F"
"1529","Mm-hm. Look at the paper. It's super cool.","NULL"
"1542","As a FABS user, I want to download the uploaded FABS file, so that I can get the uploaded file.","F"
"360","Or, or explain why you don't like it.","NULL"
"1434","It's up to whoever's flushing the story out to determine whether or not they want to create stories for that, because even the stories can become epics if you break those down. Nothing prohibiting that.","NULL"
"240","And maybe the left side is no, the right is yes.","F"
"459","One of the survey, we will get its own way too in the report.","NULL"
"598","And then if additional Russian or Japanese or whatever, then probably we have to go with your approach or at least the direction of this approach where we need the customer to.","F"
"709","As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.","F"
"526","Which would mean it's maybe on two different platforms.","A"
"684","As an NSF employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.","A"
"1641","Don't wait for the laundry.","NULL"
"369","Yeah.","NULL"
"1287","As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.","F"
"1238","As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.","A"
"886","Make sure it's the middle finger.","NULL"
"1048","Yeah. I know Peggy and I talked about it, because she was working on some documentation and had a few questions sent on to Susan.","NULL"
"1303","Like you said, it allows the users, or the owner to look at it and see, 'Is this the right direction?' while we're waiting for you guys to be ready.","NULL"
"594","That's, that's really important.","NULL"
"273","That's, that will be really important there.","NULL"
"261","Just to finish my thing, sorry.","NULL"
"1797","Mike was willing, if we could...","NULL"
"1633","There is TFS. My point is that, from my experience, allocating somebody 60 percent to one thing and 40 percent to another thing doesn't allow you to develop a true velocity for your team, so you'll never know what your team is capable of.","NULL"
"1351","Just like the home search sites where you'd start on the map and then you can add criteria to it to narrow your search down. If you only want to see single family homes, or condos, you can filter that out. That would be like poles or...","NULL"
"1100","As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling.","F"
"1046","Yeah. You can't retire one . That's why I've always been .","NULL"
"276","Yeah, I like that.","NULL"
"1579","As a superuser, I want to reply to user questions, so that I can answer any questions about my recycling center.","F"
"419","Maybe, uh, I mean, I think it's important that we have some sort of, which it for each individual question the report and then, um, hold on.","F"
"984","As a camp administrator, I want to store campers' emergency information in a database, so that I can easily notify the necessary parties in case of an emergency.","A"
"1600","As an agency user, I want the maximum length allowed for LegalEntityAddressLine3 to match Schema v1.1.","A"
"778","As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.","F"
"819","As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.","F"
"691","As an Agency user, I want to accurately see who created a submission, so that I'm not confused about who last updated a submission.","F"
"720","As a camp administrator, I want to be able to set a reminders related to specific tasks that has to be done.","F"
"717","As a ResearcherGovernment Publisher, I want to map lines in my dataset using geographic data in my dataset, so that my dataset is more engaging for non-technical users.","F"
"268","Yeah.","NULL"
"1611","We can't search for a conversation that has an attachment on it that belongs to this company because we're trying to do something generic. It's an easy query but we do something .","NULL"
"957","If you want to make it...I don't care.","NULL"
"1676","As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.","F"
"1504","I've got some ideas, but I want to run it past you three real quick.","NULL"
"1159","As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.","F"
"125","Would that be a fully customizable tag or predefined texts?","F"
"864","As a moderator, I want to have the 'estimate' field filled in automatically if all estimators show the same card, so that I can accept it more quickly.","F"
"612","Okay.","NULL"
"1721","Dopak records.","NULL"
"1204","As a UI designer, I want to begin user testing, so that I can validate stakeholder UI improvement requests.","F"
"490","So just like to, to Mark different parts of the survey, similar to the tasks, similar to the texts, you, you can create a group and then assign, let's say three questions to this group, but in the entire survey you'll have up to eight questions.","F"
"400","Because the manager, they want to be clean, clean, and easy to understand view what's happening within their survey or what are the results.","F"
"168","That's what I meant.","NULL"
"1665","As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API.","F"
"365","Yeah.","NULL"
"1860","As a workshop attendee, I want to see a summary on major findings from the event.","F"
"1225","Yeah. Immediate feedback, that's good.","NULL"
"1157","As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.","F"
"366","Well, I can do that.","NULL"
"1739","So I can search assets that are retired and reverse retire some.","NULL"
"114","Maybe, I don't know.","NULL"
"711","Yes, if you had his list, say the primary fields are the Afinium locations, of whatever they call it, ship to, and then the address, city, state, zip code, and I liked Brian's first suggestion if you just go by the city, state, zip code and then maybe list them all side by side, and then the ones that match versus the ones that didn't, we could possibly get somebody to help manually do some of those to at least get started.","NULL"
"1669","What are we looking at here? What is Trello?","NULL"
"1777","As an admin, I want to be able to add or remove recycling facilities' information, so that users get the most recent information.","F"
"1453","That's perfect. I know my issue has been recognized.","NULL"
"1510","As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow.","F"
"915","And on the spreadsheet if they've color coded it then they've already touched it. It's always possible.","NULL"
"1736","We haven't heard anything since you checked.","NULL"
"1380","As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability.","F"
"1260","Then I'm just going to do a merge after this, get the code from 109 back to the trunk.","NULL"
"1042","As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.","F"
"1301","As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.","F"
"1071","As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.","F"
"1324","As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","F"
"1412","As an owner, I want to make a user an owner, so that they have full control.","F"
"458","Sorry, scale question.","NULL"
"136","I mean, this is just one example, but let's sort of sell predefine them project setups to our customers.","F"
"559","So yeah, yeah.","NULL"
"1108","As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.","F"
"602","Yeah.","NULL"
"1651","","NULL"
"1773","That's in the embedded file. At the bottom it says powered by . That's a link to one's home page. Maybe I can...","NULL"
"153","Because let's say a manager runs the survey, so you will receive the survey in some form and then be able to fill it out.","F"
"142","Yeah.","NULL"
"398","Otherwise it would get completely out of hand.","NULL"
"727","As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.","F"
"439","My friends it's the only rough, but otherwise probably same as me.","NULL"
"445","I, yeah, I really had to take this phone call.","NULL"
"1331","Are you calling anyone?","NULL"
"303","But not channel it's channel in terms of the survey, let's say a survey is about user satisfaction or umm, employee motivation.","NULL"
"1282","As a moderator, I want to start a round by entering an item in a single multi-line text field, so that we can estimate it.","F"
"746","As a ResearcherDeveloper, would like the ability import/export from MS-SQL, so that I can use Data Packages in workflows that involve MS-SQL.","F"
"72","Uh, for me, I think it's clear.","NULL"
"695","I saw the start date at 3/14 .","NULL"
"763","Can we look at that?","NULL"
"482","That's also why to be called polls service something, you know?","NULL"
"1395","As a Publisher, I want to publish a data package where its resource data is stored on my servers but the registry caches a copy of that data, so that that if my data is lost or gets broken I still have a copy people can use.","F"
