"id","req_specification","class"
"592","All right. I'm going to try to come up with JRM stories. Joel, I think, maybe the assignment stories. Managing project, I'll send those to Jasmine. Corey's going to create the mock up for the logon page.","NULL"
"757","Even worse, really high. See if anybody notices. I might do that, now that you said that . Whenever I get to the 90s, instead of it being issue number 90 it will be like 92. Or something.","NULL"
"1033","You bothered me like three times? Bothered me?","NULL"
"968","we should change it to 2.0Male Participant: What's being worked on then?","NULL"
"1019","As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.","F"
"1106","That's in the embedded file. At the bottom it says powered by . That's a link to one's home page. Maybe I can...","NULL"
"331","As a data user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them.","F"
"828","As a site visitor, I want to read FAQs, so that I can get quick answers.","F"
"861","Zillow you've got the buy, sell, rent, zestimate. You could literally almost come in and say, "I'm an attacher."","NULL"
"826","He's been here.","NULL"
"81","As a moderator, I want to delete my account, so that account information and games are no longer stored.","F"
"962","As an admin, I want to handle all users' activities, so that I can manage more efficiently.","F"
"668","As a user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission.","F"
"32","As a Zoning Staff member, I want to Issue the Zoning-Related Permits, so that I can satisfy an Applicant's request for service that has proven to be eligible and in compliance with the Zoning Ordinance.","F"
"39","As a Planning Staff member, I want to Conduct and Track Plan Amendments and Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).","F"
"726","As a tester, I want to ensure that FABS is deriving fields properly through a robust test file plus a follow up check.","A"
"484","You can very well have an acceptance criteria that says, "When I login I'm redirected to a page that shows me what stuff is assigned to me." That's perfectly valid.","NULL"
"260","It will help us out.","NULL"
"20","We were just looking at that before we got on the call with you guys, so I should be able to give you an update tomorrow once we finish looking at it.","NULL"
"95","I see both sides of that. Whatever you want to do.","NULL"
"143","I've got the same concerns. It seems like we , but not much is getting rubbed off.","NULL"
"612","Oh, OK.","NULL"
"1008","As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.","F"
"420","As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met","F"
"965","I try to be.","NULL"
"311","As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.","F"
"10","I can't remember if I ran that section against dev or not, I'll double-check.","NULL"
"105","As a Developer , I want to ensure that attempts to correct or delete non-existent records don't create new published data.","A"
"506","As a site visitor, I want to read current news on the home page, so that I stay current on agile news.","F"
"899","On what CLLI ?","NULL"
"65","You don't want to box anybody in a corner, either. That doesn't do any good for Jasmine, to say, "OK, she's the UX person now." Not that that's a bad thing, but you would probably want to be a little bit more well rounded than that, versus looking at Miranda and going, "You're more data or business logic .","NULL"
"1128","As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.","F"
"1170","As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.","A"
"830","As a Publisher, I want to store my data quickly and easily online.","A"
"645","As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.","F"
"41","Help.","NULL"
"101","I've only got a little bit left on LCAM, I've probably got another hour or two to finish that up. There's so much for that, then I can actually look at this code and give . Then I'll start again tomorrow because I think that's it. We have a few more hours on the LCAM.","NULL"
"479","As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms.","F"
"669","Start with a plug. Start with a plug and try a frame.","NULL"
"458","As a developer, I want to have a list of definitions for commonly used terms, so that everyone working on the project can understand each other more easily.","F"
"457","Who's going to do the fixing and not do their one stuff, is my question?","NULL"
"133","As a UI designer, I want to report to the Agencies about user testing, so that they are aware of their contributions to making Broker a better UX.","F"
"947","at some level, that's fine, we can stick it in there.","NULL"
"509","Yeah.","NULL"
"1199","As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.","A"
"179","As a user, I want to view user documentation for the website, so that I know how to use the web app.","F"
"477","As a team member, I want to see the first iteration of beta up on cloud.gov.","A"
"185","As a Researcher, working with data, I want an Microsoft Power BI integration, so that I can import datasets without downloading them locally.","A"
"450",".","NULL"
"758","","NULL"
"649","Yeah.","NULL"
"785","As an NSF person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.","F"
"419","As a user, I want to be able to view a map display of the public recycling bins around my area.","F"
"126","Like Ken said, in net we already clean them up, so yeah, we'll eventually have to map them to Infinium.","NULL"
"697",", bring that around.","NULL"
"239","I'm going to check with them and see if that's something we're missing here. Because it's new, it's coming direct from the vendor, they would place the unique bar code they had it in, so I would assume pulled it out of...","NULL"
"77","It still doesn't help us because it's still going to...","NULL"
"356","I'm going to the poles site.","NULL"
"1193","As a workshop attendee, I want to see a summary on major findings from the event.","F"
"406","We'll go ahead and get started. If calls, he'd probably call me through the other terminal.","NULL"
"38","Brian, I've got here, I think he deciphered these Verizon three warehouses, but I'll double check and arrange to send something. I know they went back and forth a few times. It would be the as far as what they're taking in to the setting, so I'll get back with you on that.","NULL"
"1190","As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.","A"
"678","We don't. We've got to get off this call. My only concern is, Grady's on vacation next week and we're supposed to be doing this next Sunday, which, by the way, you and I need to get together and give them some kind of a, "Yeah, you're going to be able to start work on Tuesday at name and date."","NULL"
"451","No, we were creating, depending on which way we were doing it. If we create a service, they would pull it whenever they wanted. If it was an FTP, then we would send it to them or put it on the FTP site, daily or however often it was run.","NULL"
"17","As an NSF employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.","A"
"329","That did bring me to another question. I can't find warehouses in the data at all, and I know that, Ken, we got feedback from you to look at the building type field that's there, and that was beneficial. We found the field locations, and may denote it as CS, which I assume is Central Stock. RDC Remote Distribution Center, and then I think an IDC is an Intermediate Distribution Center.","NULL"
"600","As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch.","F"
"60","As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.","F"
"1142","?","NULL"
"999","As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"749","we're not going to have the data until after the 2nd.","NULL"
"773","Exactly.","NULL"
"1040","As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.","F"
"68","As a Developer , I want to update the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header.","F"
"656","As a FABS user, I want additional helpful info in the submission dashboard, so that I can better manage submissions and IG requests.","F"
"306","So what do we have?","NULL"
"264","As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.","A"
"402","Right. Maybe it's like you have your home page and you're doing it, or maybe you duplicate these for different things like for and for conversations, and .","NULL"
"1065","As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.","F"
"1120","As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them.","F"
"793","As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step.","A"
"459","I don't think we had anything else for you all this morning. Do you all have anything for us that we need to discuss?","NULL"
"512","That all lends itself to this Notify being conversation-centric. Is that your question? To continue it that way?","NULL"
"278","As a Data Analyst I want to download a data package, so that that I can study it and wrangle with it to infer new data or generate new insights.","F"
"906","There it is. All of this has my name on it. Let's see what Kevin . Yeah, he's supposed to test that and...","NULL"
"823","As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.","F"
"804","As a team member, I want to have a prototype strategy, so that I understand how we will gain understandings from tests that will drive recommendations.","A"
"432","As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.","F"
"1189","As an agency user, I want the FABS validation rules to accept zero and blank for non-loan records.","F"
"1180","As a DevOps engineer, I want New Relic to provide useful data across all applications.","F"
"629","As a parent, I want to be able to connect with the staff in case of an emergency.","F"
"335","As a ResearcherGovernment Publisher, I want to add general reference data to my narrow dataset, so that my dataset is more useful.","F"
"1031","As a superuser, I want to view users' stats, so that I can view in real-time how many users have visited my recycling center information and their recyclable waste.","F"
"227","As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","F"
"736","Are you logging is as CinBell?","NULL"
"500","That's outside.","NULL"
"34","As a Staff member, I want to Manage Ordinances, so that I can maintain accurate ordinance information in the System.","F"
"1069","We haven't heard anything since you checked.","NULL"
"215","I'm actually not at the office right now. Guys, do we have anything that we need to update them on?","NULL"
"124","They've got the scanner. They can have their cycle count up and scan the stuff in. That stuff sounds more like DC3, which I did have that thought when I was talking to him about it. I don't know why I didn't invite you to this meeting. My bad.","NULL"
"1187","They asked me from the meeting, "How long is it going to take you to swap the MapPoint for this?" I said, "It's going to take two weeks." That's my understanding, but it's not going to be for everybody, because I worked on application I know where to change it. If somebody is learning a new technology, the time frame is completely different.","NULL"
"723","As a participant, I want to have a small thumbnail photo displayed near where my cards are played, so that the game is more personal because I see who I'm estimating with.","F"
"891","As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.","F"
"756","As a Developer , I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time.","A"
"755","As a camp administrator, I want to be able to schedule tasks/activities for a specific camp group, so that I can track each groups daily/weekly and monthly activities.","F"
"613","That's it. That won't take long. Probably about, I'll say one hour. It's not going to be that hard, really, once I get the stored procedure done.","NULL"
"1022","As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials.","A"
"519","That'd be good. I don't know if Miranda feels this way, but I feel like we need to know what the long term goal is for us. There are times where everyone's busy, and we don't want to bother everybody, and we need to know what we can be doing.","NULL"
"1024","Just so we are clear, your stuff is what you get done by April 2nd. After that it becomes their stuff, unless they decide to push after release. I know that's not the best possible solution we can turn over, but that's the one that they had given us. If they refuse to push that day, and they say they'll handle the fallout. There we go. Karen?","NULL"
"209",".","NULL"
"598","As a Developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period.","F"
"730","I'm getting a little loopy.","NULL"
"996","Right, and so that's what, again, doesn't make any sense and you might want to look at your remedy tickets because it seems like the virtual server for LCAM in Fort Wayne, you just got a remedy ticket on it?","NULL"
"409","Open invitation, there.","NULL"
"922","As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.","F"
"1122","As a Developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues.","A"
"1166","I got it.","NULL"
"864","The problem is, TFS...","NULL"
"913","As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system.","F"
"631","As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.","F"
"943","As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.","F"
"1179","{pause}","NULL"
"218","As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","F"
"1174","If you're running it on your phone.","NULL"
"835","In the Agile classes, we're always taught the user story, "As a something-something user, I can do this," and we'll have a task that needs to be done to accomplish that as far as the development tasks go.","NULL"
"178","As an Owner, I want to reset the environment to only take Staging MAX permissions, so that I can ensure that the FABS testers no longer have access.","F"
"7","As a parent, I want to be able to create an account, so that I can sign up my kids for camp online.","F"
"611","As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.","A"
"1103","That really doesn't mean anything. It used to put a file on the FTP server, but now if you go back to...","NULL"
"291","Do we need to...?","NULL"
"951","That's something that's maybe not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, "How do I take all of these assets I have and these things I have to do and reconcile those together?"","NULL"
"868","When you login on the mobile device all you see are the tiles. Once you click the tile that's when it brings up whatever you put it in. On a mobile device you can't have it to where you just logon and it , you have to know what you're searching for.","NULL"
"1123","As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.","F"
"110","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"998","As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API.","F"
"847","They were good.","NULL"
"812","As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable.","F"
"780","As an agency user, I want to use the schema v1.1 headers in my FABS file.","A"
"939","As a moderator, I want to accept the average of all estimates, so that we can move on to the next item when we agree.","F"
"819","As a camp administrator, I want to create an avenue so parents can submit feedback and general concerns, so that I can keep improving the services I provide.","F"
"240","It's managing assets and then actions. I think there's still going to be two.","NULL"
"666","Who do you need to sit down with?","NULL"
"518","As a ProspectiveApplicant, I want to research requirements and to select a service, so that I can find the relevant service and/or application type to initiate via the online portal.","F"
"1015","Three devices, phone, tablet...","NULL"
"573","We're probably going to have another emergency release tonight around, I'd say, 7:00 or 8:00. How many days passed?","NULL"
"935","As an Applicant, I want to Submit Application, so that I can provide my information, plans and/or documents to initiate a transaction with the County.","F"
"298","...a canned query. I can't remember what the title was called, of the report. I'd have to double check it. She was getting some random results and others were getting good results query, sensitive to multi, people trying to use it at the same time. The point is that current results were impaired.","NULL"
"700","Those are the kind of issues that scare the crap out of me. I know they're trying to use it.","NULL"
"398","As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.","F"
"214","As a participant, I want to be able to see each estimator's prior estimates for the story being estimated, so that I can see how his or her opinion has changed so I can ask questions.","F"
"795","As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.","F"
"261","As a user, I want to access the raw agency published files from FABS via USAspending.","F"
"1014","As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.","F"
"689","As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.","F"
"296","As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.","F"
"374","As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.","F"
"517","We really messed with Paige's report. Seems like being every bad day out there with all the sudden releases.","NULL"
"271","It's not far off from what we have right here. The thing is the map is going to be integrated into that page, at least when you're on a desktop situation.","NULL"
"738","As a developer, I want to know what the three initial hypotheses are, so that I can plan work around development of prototypes.","F"
"964","As a team member, I want to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.","A"
"8","Yeah, that's fine.","NULL"
"230","When Drake is out, and somebody can step in and be Drake, or Baski's out, and somebody can step in and be Baski, or when Corey's out, then somebody can step in and be a Corey. We're sharper that way.","NULL"
"674","As an data user, I want to receive updates to FABS records.","F"
"667","That's the kind of thing that we want to capture, put on the issues log and .","NULL"
"1202","As a RepositoryManagerResearcher, I want an app that acts as a match-making service for packaging data, so that owners are paired with data packagers.","F"
"834","As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.","F"
"72","As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","A"
"29","As a Developer , I want the historical FPDS data loader to include both extracted historical data and FPDS feed data.","A"
"385","I just saw the number of people.","NULL"
"722","As a user, I want the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired.","A"
"203","No, sir. I'm good.","NULL"
"895","As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.","F"
"872","OK, Grady's got generate report data.","NULL"
"664","Are you calling anyone?","NULL"
"274","Long-term goals.","NULL"
"987","Presently, those release counters, how many business days have we...","NULL"
"247","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","F"
"594","As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.","F"
"196","As a participant, I want to scroll back through the stories and estimates from prior rounds, so that I can use this information when I estimate the item of the current round.","F"
"474","As a UI designer, I want to track the issues that come up in Tech Thursday, so that I know what to test and what want s to be fixed.","F"
"640","As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.","F"
"168","I want to make sure that we've got things covered and then I would say, maybe, start trying to prioritize a bit, the things that we want to be able to accomplish. Talk about the approach as far as checking in, maybe trying to get Jasmine up to speed a little bit on what Mahesh can do, cross-training and...The hardest part right now is resources on the back-end with Baski and Brian.","NULL"
"1099","Yeah.","NULL"
"930","As a parent, I want to be able to see a schedule of the activities my children are involved in at camp, so that I can be more informed as to what they are doing at camp.","F"
"26","customers.","NULL"
"665","What did the login page .","NULL"
"708","I agree.","NULL"
"1039","As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.","A"
"1044","Then the second side of the coin is we have code, it's spread out across a lot of different modules, or locations for the location in TFS and what they're working on.","NULL"
"441","As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.","F"
"1067","As an agency user, I want to leave off the last 4 digits of the ZIP without an error, so that I can complete my submissions.","F"
"232","As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"80","Who does the clean up?","NULL"
"1159","As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.","F"
"234","I know we said, "Home page, basically that's where you're going to ." I think when we talked about that, how will that tie this together?","NULL"
"1152","Jenny's joining the police force?","NULL"
"205",". This is the one I showed you.","NULL"
"249","As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.","F"
"849","As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.","F"
"1150","I know, but what are your tasks ? Do you want me to make one, and you can go off and research this?","NULL"
"225","As a user, I want more information about how many rows will be published prior to deciding whether to publish.","F"
"1107","As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.","F"
"303","That could be done by someone else other than you.","NULL"
"493","We've got Fast Path.","NULL"
"283","As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.","F"
"177","As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.","A"
"452","As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.","F"
"1144","As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.","F"
"1172",".","NULL"
"1214","Ken, are you OK with that? DJ.","NULL"
"917","That's it for me, too.","NULL"
"626","As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.","F"
"1173","That's because we went in and cleaned those up prior to passing the data to you.","NULL"
"539","As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.","F"
"1028","But you might have...","NULL"
"14","As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.","F"
"358","Did she give you that template data or anything?","NULL"
"1077","As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.","A"
"1162","Smiley recognizes that this will be chargeable work. What they want is they have these 22,000 disconnects. They want to retire all the items that are not related to the central office code, and not do anything to the ones that are already color coded.","NULL"
"151","database....","NULL"
"579","Grady wasn't able to finish for Friday night's release. They were trying to . He'll run that after about six pm central time today. That should get anything that would have changed in the release and that's still sitting in the FCC screen. That should at least get rid of any of that.","NULL"
"741","Side bar. Part of this, I'm going to talk with Michael about it. As far as the context switching, maybe we can talk about this in the next meeting, and continue onto this. Let's start thinking about this, but we, as a group, need to start doing a much better job at estimating.","NULL"
"840","As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.","F"
"822","As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.","F"
"709","And Brian doesn't have anything? He's afraid to try and break his stuff apart into tasks. I don't think he has any tasks out there, so they wouldn't show up on the board. He's being a bad boy .","NULL"
"790","We're getting a lot of calls from the techs, and I've been trying to email. It was 3/11. I am sorry, folks.","NULL"
"765","As a designer, I want to have a style guide / design guide / content guide, so that we have a uniform way of delivering product.","F"
"810","Took you about five days, max.","NULL"
"725","As a content designer, I want to demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.","A"
"1112","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","F"
"129","As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.","F"
"551","As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.","A"
"636","Like you said, it allows the users, or the owner to look at it and see, "Is this the right direction?" while we're waiting for you guys to be ready.","NULL"
"1212","As an NSF employee, I want to join Github, so that I can participate in the issues as assigned.","F"
"44","Yes, if you had his list, say the primary fields are the Afinium locations, of whatever they call it, ship to, and then the address, city, state, zip code, and I liked Brian's first suggestion if you just go by the city, state, zip code and then maybe list them all side by side, and then the ones that match versus the ones that didn't, we could possibly get somebody to help manually do some of those to at least get started.","NULL"
"533","As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.","F"
"898","As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.","F"
"593","Then I'm just going to do a merge after this, get the code from 109 back to the trunk.","NULL"
"580","I guess it's going to be...","NULL"
"745","As an owner, I want to make a user an owner, so that they have full control.","F"
"1036","No, plugs. This only applies to plugs. If I went back and do a hardwire, then it'll have estimate through here.","NULL"
"45","What are you saying, "Fast pass," or...?","NULL"
"561","As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.","F"
"821","As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it.","F"
"295","Which one?","NULL"
"1198","As a Publisher, I would like a tool to check data availability persistence after publication.","F"
"570","As a user, I want to add donation centers as favorites on my profile, so that I can view them later.","F"
"546","I think when you...","NULL"
"973","As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.","F"
"1057","The change here is to put estimate on here. So, the story is...Why does it say ?","NULL"
"365","Really?","NULL"
"848","As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.","F"
"161","As an NSF employee, I want to schedule regular in-person check-ins, so that we can continue to communicate the goals of the project with our stakeholders.","F"
"156","As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","A"
"893","As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.","F"
"1135","That time I did.","NULL"
"583","As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.","F"
"495","Yeah.","NULL"
"1133","Right. This gets rid of that because it's the same viewing area, so you would be able to see your conversations on the grid, and a map, and a calendar. If you have My Conversations selected, then you can do that with those conversations. Or, if you have Search selected, and you add search criteria, you get the same kind of list, map, and calendar options.","NULL"
"874","As a site member, I want to send an email to any member via a form, so that we can connect.","F"
"997","I think if the teams are structured the right way and the iterations are structured the right way, then the mix will be good on each team to where the new hire can pair program with the thing that they're interested in accomplishing.","NULL"
"806","As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.","F"
"362","I'd say at least, if you're thinking you don't want to bother somebody when you're having a meeting, put them on there as optional. At least then they know that it's going on. If they don't have time, they can know that if they're getting questions from three different people, and those three different people are at the meeting...","NULL"
"728","As a Publisher, I want to publish a data package where its resource data is stored on my servers but the registry caches a copy of that data, so that that if my data is lost or gets broken I still have a copy people can use.","F"
"175","As a content designer, I want to develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.","A"
"411","As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website.","F"
"1020","Still got about 200 locations, so there's only one . We still have from the previous two versions released, to do some debugging and . It's not all of their pseudos ship-to codes. pseudos.","NULL"
"851","As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste.","F"
"615","As a moderator, I want to start a round by entering an item in a single multi-line text field, so that we can estimate it.","F"
"338","The different swath of epics would be . Not all of them would be by role. Not only would you have epics on both the slides but then you might have, underneath that, another swath of epics for that particular epic that you're breaking down by a particular role.","NULL"
"1060","As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.","F"
"30","I was just looking at that.","NULL"
"614","That's the way our mind works. Not yet. This one in particular we're going to definitely be working through. But as far as the other ones that are in class people can pick the ones they'd like to see first. With that, on to issues. Did everybody see these? A couple of seconds. Any new ones anybody wants to add to the list?","NULL"
"991","As a superuser, I want to update the recycling center information, so that I can provide the latest information about the recycling center.","F"
"293","As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.","F"
"408","If you think about it from a mirror image perspective, it's like, "Now I want to go and deal with my contracts." Is that all? Then you've got to bring in some kind of navigation because you have to have the flow of how you get back to and you'd put that under Navigation.","NULL"
"740","workflow, with everything underneath it. You click on Poles and then you've got your links to all the things you can do on the poles.","NULL"
