"id","req_specification","class"
"326","As a Data user, I want to have the 12-19-2017 deletions processed","F"
"906","There it is. All of this has my name on it. Let's see what Kevin . Yeah, he's supposed to test that and...","NULL"
"1174","If you're running it on your phone.","NULL"
"840","As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.","F"
"361","Jasmine and...","NULL"
"266","It's planned to be in there.","NULL"
"540","As a Publisher, I would like an integration with Open Refine, so that I can output cleaned Data Packages.","A"
"37","Go with one hour.","NULL"
"563","It'll compile well. That's really all we need. It compiles. Adam. So you know how this one's...So you need to...","NULL"
"1132","What do we know about the answers? What do we have on there?","NULL"
"121","I have a couple of questions. When they're doing this cycle count can the equipment be moving behind the scenes?","NULL"
"1113","As a Publisher, I want to have private data packages, so that I can share just with my team.","F"
"1080","What? I'm deaf now. I can't hear anything.","NULL"
"959","As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.","F"
"385","I just saw the number of people.","NULL"
"184","You have it broken down a little bit more inside there.","NULL"
"824","We're attacking it from the opposite side. We're attacking it from the top down instead of the bottom up. Now I've got a placeholder for blah, and I need it to do blah really, really well, but I don't know what blah looks like yet.","NULL"
"23","It's Friday.","NULL"
"873","As a Developer, I want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision.","A"
"293","As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.","F"
"769","Don't worry, so I think we've","NULL"
"612","Oh, OK.","NULL"
"377","As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.","F"
"224","Fast Path.","NULL"
"89","As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"1115","As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.","F"
"545","The face for the control, it should have...","NULL"
"133","As a UI designer, I want to report to the Agencies about user testing, so that they are aware of their contributions to making Broker a better UX.","F"
"511","As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.","A"
"104","Open a given single conversation?","NULL"
"647","Bye","NULL"
"204","As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data.","F"
"268","As a Developer , I want to clarify to users what exactly is triggering the CFDA error code in each case.","F"
"651","As an Agency user, I want historical FPDS data loaded.","F"
"1206",".","NULL"
"341","'Then, you can try it out, and then I can help you with it, and then maybe next week I'll give you just a small thing that you can do by yourself.' Then, so on and so forth. That's a huge concern of mine.","NULL"
"19","Just to say, 'This is what we're doing,' and then build from there, unless you...","NULL"
"469","It doesn't matter. I don't care. There's...","NULL"
"1039","As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.","A"
"616","As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website.","A"
"1142","?","NULL"
"122","As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.","F"
"809","As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.","F"
"1185","As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data.","F"
"216","As a Customer, I want to Create a Customer Portal User Account, so that I can log on to the Customer Portal and perform transactions that first require user authentication.","F"
"392","What we need then, is, we need specific things with dashboard, sharing functionality, and managing projects.","NULL"
"495","Yeah.","NULL"
"963","We need to some of these things. Baski, did you figure out how to give a response on some things?","NULL"
"192","If we get a meeting .","NULL"
"649","Yeah.","NULL"
"547","As a camp administrator, I want to be able to keep track of which camper submitted which forms, so that legal issues are avoided.","F"
"899","On what CLLI ?","NULL"
"559","Then you can slowly move one function over at a time.","NULL"
"949","We will provide the front page with conversations.","NULL"
"648","As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.","F"
"1099","Yeah.","NULL"
"489","Yeah, I looked. It was OK.","NULL"
"70","The beginning of April is next week.","NULL"
"5","As an NSF employee, I want to see how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the NSF page.","A"
"362","I'd say at least, if you're thinking you don't want to bother somebody when you're having a meeting, put them on there as optional. At least then they know that it's going on. If they don't have time, they can know that if they're getting questions from three different people, and those three different people are at the meeting...","NULL"
"116","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","A"
"818","As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.","F"
"516","As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.","A"
"637","Only a dozen of six words. You're going to ask your ,so that port work with the tile service. Michael, is starting today, what he did. If there is a little background, I can compile.","NULL"
"124","They've got the scanner. They can have their cycle count up and scan the stuff in. That stuff sounds more like DC3, which I did have that thought when I was talking to him about it. I don't know why I didn't invite you to this meeting. My bad.","NULL"
"768","As an Agency user, I want to be able to include a large number of flexfields without performance impact.","F"
"662","...your desktop. Internet Explorer...","NULL"
"291","Do we need to...?","NULL"
"391","I just wanted to clarify.","NULL"
"8","Yeah, that's fine.","NULL"
"446","OK. I guess if we're through talking about that the third thing on my list was...I don't know. I heard somebody else join. Was that Ron, by any chance? OK, I guess not. The Shields interface stuff I know Brenda sent another email this morning, and we've looked briefly at that.","NULL"
"966","There is TFS. My point is that, from my experience, allocating somebody 60 percent to one thing and 40 percent to another thing doesn't allow you to develop a true velocity for your team, so you'll never know what your team is capable of.","NULL"
"1190","As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.","A"
"366","As a Broker user, I want to help create content mockups, so that I can submit my data efficiently.","F"
"553","If I see a bunch sixes or sevens or something or a bunch of tens and somebody uses a seven, then it's like, 'Why is it?' and then try to address what the concern is. So like Patrick in , what would make it better than a seven?","NULL"
"801","I just sent it a few minutes ago. Let me see. I see...","NULL"
"1003","If it's going to be database also, I'd take a and set a task for that.","NULL"
"1073","As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to ensure buy-in.","F"
"732","No. It's the second part of that because I don't think we do. I want them to know it's not our problem.","NULL"
"454","All right, I'll take that back to them.","NULL"
"529","As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.","F"
"72","As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","A"
"779","We decided Baski was going to see if that was possible .","NULL"
"603","As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.","F"
"510","As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.","A"
"198","That's right. Once you have that streamlined, then I give you everything and say, ' , come back in two weeks .'","NULL"
"455","As an Agency user, I want to be able to include a large number of flexfields without performance impact.","F"
"430","As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.","F"
"578","As a user, I want to be able to use Unicode, so that I can use any language I like.","A"
"951","That's something that's maybe not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, 'How do I take all of these assets I have and these things I have to do and reconcile those together?'","NULL"
"806","As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.","F"
"915","We as a group have caused a lot of our need to do context switching, because we oftentimes aren't done when we say we're going to be done. For whatever reason that is, and then we end up in a bind because we can't wait until we're done with something before we say we can...We have to keep things in the queue, in the schedule. Maybe next time, be thinking about that.","NULL"
"1040","As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.","F"
"389","As a recruiter, I want to post a help wanted ad, so that I can attract candidates.","F"
"958","As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.","A"
"1187","They asked me from the meeting, 'How long is it going to take you to swap the MapPoint for this?' I said, 'It's going to take two weeks.' That's my understanding, but it's not going to be for everybody, because I worked on application I know where to change it. If somebody is learning a new technology, the time frame is completely different.","NULL"
"776","All right. Bye.","NULL"
"617","It could be. I don't know.","NULL"
"887","As a developer, I would like to create a web socket protocol for Frictionless data tools, so that I can easily use data packages with additional data analysis tools.","A"
"580","I guess it's going to be...","NULL"
"1114","There's no way you could . 30,000 locations have fallen out right now.","NULL"
"127","It's a lot of emails I've gone through. I've gone through more in the last two weeks than ever in a two week time span. OK. Did you all have anything specific you wanted to talk about?","NULL"
"896","I can't do it, but...","NULL"
"239","I'm going to check with them and see if that's something we're missing here. Because it's new, it's coming direct from the vendor, they would place the unique bar code they had it in, so I would assume pulled it out of...","NULL"
"582","As a camp administrator, I want to be able to see only events for a specific group/groups on the event calendar, so that I can easily read the data on the calendar without too much clutter.","F"
"158","Please enter your conference...","NULL"
"398","As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.","F"
"629","As a parent, I want to be able to connect with the staff in case of an emergency.","F"
"482","As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.","F"
"819","As a camp administrator, I want to create an avenue so parents can submit feedback and general concerns, so that I can keep improving the services I provide.","F"
"586","I'm here. I am desperately trying to get the board to show up.","NULL"
"601","As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.","F"
"103","I probably haven't seen it. I have problems logging into my computer from the conference room this morning. If you sent it in the last 30 minutes, then I haven't seen it yet.","NULL"
"1019","As a FABS user, I want the language on FABS pages to be appropriate for me, so that I am not confused.","F"
"214","As a participant, I want to be able to see each estimator's prior estimates for the story being estimated, so that I can see how his or her opinion has changed so I can ask questions.","F"
"557","As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.","F"
"567","As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we’ve talked long enough.","F"
"941","action. I can see the entities, I can see the contacts. I can sign in. Although there should be stories listed under there.","NULL"
"35","It's week three now.","NULL"
"296","As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.","F"
"156","As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","A"
"331","As a data user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them.","F"
"930","As a parent, I want to be able to see a schedule of the activities my children are involved in at camp, so that I can be more informed as to what they are doing at camp.","F"
"792","As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.","F"
"110","As a UI designer, I want to move on to round 2 of Homepage edits, so that I can get approvals from leadership.","F"
"526","OK.","NULL"
"333","No.","NULL"
"1000","I think so. I'm not 100 percent sure.","NULL"
"836","But it could have chose hardwire and plug, right?","NULL"
"476","Come April, we need everything checked into that code base, in the Notify code base now, here and more so, an emergency release going on in a couple of weeks. None of this stuff...","NULL"
"1112","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","F"
"668","As a user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission.","F"
"1197","Once you approve the order. You have to, after you handle each of your detail line items, however you're going to handle, then you approve the whole order, and that's what .","NULL"
"710","As a site member, I want to download the latest training material and methodology PDFs, so that I have them.","F"
"298","...a canned query. I can't remember what the title was called, of the report. I'd have to double check it. She was getting some random results and others were getting good results query, sensitive to multi, people trying to use it at the same time. The point is that current results were impaired.","NULL"
"100","As a user, I want to generate and validate D Files from FABS and FPDS data.","F"
"508","Go ahead and finish what you're saying.","NULL"
"372","As a Researcher, working with data in NetCDF, I want NetCDF integration, so that I can store my data in plaintext while still retaining its metadata.","F"
"270","Yeah, and I don't even touch that partly, so there's still that whole falling out there. I'm trying to get at least to the point where they're functional business wise so I need to get the work orders in there. I think ship orders escaped my...I was looking at the publish package for this version, and I noticed that I was publishing ship orders before and I'm not even importing those now.","NULL"
"349","I grew up in... DuChock.","NULL"
"924","Hi, who's on the call?","NULL"
"752","Oh.","NULL"
"935","As an Applicant, I want to Submit Application, so that I can provide my information, plans and/or documents to initiate a transaction with the County.","F"
"1095","As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.","A"
"504","As a Publisher, I want to data to be validated when I publish it, so that that I know immediately if I have accidentally broken my data or have bugs and can take action to correct.","A"
"119","Yes.","NULL"
"1074","Hi. Who just joined?","NULL"
"677","As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.","F"
"1164","As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion.","F"
"901","I said it before, I'm not a data guy, but I play one on TV. I did stay at Holiday Inn Express last night.","NULL"
"1060","As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.","F"
"1207","Are there enough floater owner laptops around to where if a tech needs to go out and say, 'Hey, I need to spend an afternoon doing these cycle counts,' he could get one?","NULL"
"1107","As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.","F"
"669","Start with a plug. Start with a plug and try a frame.","NULL"
"379","Yeah. You can't retire one . That's why I've always been .","NULL"
"1211","Yeah, actually...","NULL"
"857","Because during the last four iterations of testing, now I'm starting to plan out the next release.","NULL"
"347","","NULL"
"1139","Both for DC3 and for LCAM.","NULL"
"689","As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.","F"
"544","Would you like us to run that overnight, Jim?","NULL"
"485","About the...? OK.","NULL"
"950","There's nothing wrong with that.","NULL"
"593","Then I'm just going to do a merge after this, get the code from 109 back to the trunk.","NULL"
"762","As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application.","A"
"745","As an owner, I want to make a user an owner, so that they have full control.","F"
"286","As a user researcher, I want to test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.","F"
"543","As a CST, I want to pay an annual fee, so that my CST status is active.","F"
"729","No. I'm on .","NULL"
"659","As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages.","A"
"733","They can spell their name.","NULL"
"107","I don't either.","NULL"
"1092","Phone, tablet, tablet, right.","NULL"
"576","However, that's not an iteration that's actually ever delivered. It gets put into the actual Notify iterations. Is that what you're saying?","NULL"
"1150","I know, but what are your tasks ? Do you want me to make one, and you can go off and research this?","NULL"
"196","As a participant, I want to scroll back through the stories and estimates from prior rounds, so that I can use this information when I estimate the item of the current round.","F"
"1149","As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.","F"
"564","As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.","F"
"658","As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.","F"
"523","As a moderator, I want to change my account details, so that I can keep my account details up-to-date.","F"
"404","As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.","F"
"193","OK, is one story.","NULL"
"931","As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.","F"
"105","As a Developer , I want to ensure that attempts to correct or delete non-existent records don't create new published data.","A"
"961","As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.","F"
"1024","Just so we are clear, your stuff is what you get done by April 2nd. After that it becomes their stuff, unless they decide to push after release. I know that's not the best possible solution we can turn over, but that's the one that they had given us. If they refuse to push that day, and they say they'll handle the fallout. There we go. Karen?","NULL"
"1159","As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.","F"
"130","I would think we would give them back, but for one spreadsheet that says, 'Here's all the stuff we've retired, in case you want to double check it. Here's all the stuff we didn't touch, that was in your spreadsheet.' Right?","NULL"
"38","Brian, I've got here, I think he deciphered these Verizon three warehouses, but I'll double check and arrange to send something. I know they went back and forth a few times. It would be the as far as what they're taking in to the setting, so I'll get back with you on that.","NULL"
"874","As a site member, I want to send an email to any member via a form, so that we can connect.","F"
"318","As a developer, I want an DSpace integration, so that I can integrate data-packaged data with pipelines that use Dspace.","A"
"1006","Fast Path and...We need to make sure we can fit some user storage in there to keep Mahesh going. What's happening right now? You've got your user environment set up in your...? How are these designs that Corey's given being implemented right now?","NULL"
"531","As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.","F"
"781","Anybody can leave.","NULL"
"640","As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.","F"
"532","For them.","NULL"
"1108","Just first guess. .","NULL"
"219","Make sure it's the middle finger.","NULL"
"247","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","F"
"448","As a parent, I want to be able to submit various type of forms to the camp management.","F"
"393","As a user researcher, I want to have the finalized OLPA task script, so that I can begin testing with internal users.","A"
"317","As a camp administrator, I want to store campers' emergency information in a database, so that I can easily notify the necessary parties in case of an emergency.","A"
"230","When Drake is out, and somebody can step in and be Drake, or Baski's out, and somebody can step in and be Baski, or when Corey's out, then somebody can step in and be a Corey. We're sharper that way.","NULL"
"466","As a site member, I want to have full access to all articles, so that there is a benefit to being a member.","F"
"785","As an NSF person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.","F"
"90","Can we look at that?","NULL"
"1083","For the pseudos.","NULL"
"885","As a parent, I want to be able to see and edit my enrolled children to the camp year, so that I can know who I already enrolled to camp, who is still pending admission etc.","F"
"1059","Let's estimate that from both sides, from whatever Baski needs to do, whatever Mahesh is going to...","NULL"
"835","In the Agile classes, we're always taught the user story, 'As a something-something user, I can do this,' and we'll have a task that needs to be done to accomplish that as far as the development tasks go.","NULL"
"923","For that particular project, you guys...","NULL"
"218","As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","F"
"369","As a moderator, I want to invite estimators by giving them a URL where they can access the game, so that we can start the game.","F"
"705","Knocking some stuff off the list. It is helpful. It is generally good, but not has been better or worse than the other. We've started knocking stuff off the list and maybe get more fuzzy .","NULL"
"456","As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.","A"
"28","I saw the start date at 3/14 .","NULL"
"721","As the site editor, I want to add an article to the site, so that the site has plenty of content.","F"
"73","As a developer, I want to have the application function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2, so that as many people as possible can fully use the application.","A"
"630","As a user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.","A"
"505","Stuff is breaking. It shouldn't be.","NULL"
"960","What are you talking about?","NULL"
"849","As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.","F"
"402","Right. Maybe it's like you have your home page and you're doing it, or maybe you duplicate these for different things like for and for conversations, and .","NULL"
"998","As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API.","F"
"957","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","F"
"82","As a moderator, I want to browse through previous games, so that I can find the previous game I’m looking for.","F"
"210","I'm shipping to a pseudo?","NULL"
"360","As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.","F"
"142","The existing interface doesn't change part numbers now. We would either have to change the existing interface to make it change part numbers -- which is not what the interface is designed for -- or we create a new interface to allow them to change part numbers. That's all they're doing with it.","NULL"
"600","As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch.","F"
"316","So, the other thing is, when you do a journal change for hardwire, you have to enter an estimate. If you do a journal change and it's non-hardwire, you don't have to enter an estimate.","NULL"
"507","Navigation is the bar on the top, so the thing that was already in there and then in the report we added Navigation.","NULL"
"868","When you login on the mobile device all you see are the tiles. Once you click the tile that's when it brings up whatever you put it in. On a mobile device you can't have it to where you just logon and it , you have to know what you're searching for.","NULL"
"883","As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.","A"
