"id","review","class"
"12668","\nIt still needs improvements at the functionality level, such as allowing a bigger number of secret boards, more flexibility in the search of pins, pinners, and boards, and more flexibility in the display on one  s pins and boards and boards that are followed.","feature request"
"12669","I recommend it often.","information giving"
"12682","I spend hours just looking and getting great ideas!","information giving"
"12685",";) I think it could be better by being able to private message someone , though you could block the person from messaging if needed.","feature request"
"12685","Also I think it could be better if a pin could be deleted from your group board (like for example if it was inappropriate and you didn  t want it on your board), and also if you didn  t need to follow a person back for them to be added to a group board.","feature request"
"12692","Please fix this, I love Pinterest way too much not to use it!","problem discovery"
"12693","Can  t stop pinning!!!!!!","problem discovery"
"12698","In hope i don  t jinx myself, but i haven  t had any issues with this app.","information giving"
"12710","Love the changes Pinterest has added, I don  t ever have problems with this app because they  re great at addressing any.","information giving"
"12711","Well, here  s your review.","information giving"
"12712","I have had no problems with it at all.","information giving"
"12723","The potential is there...just waiting.","information giving"
"12748","I love the app and use it a lot when I need to pass time!","information giving"
"12760","Can do what I like to do n rarely crashes!","problem discovery"
"12761","Please fix the fixes.","problem discovery"
"12762","I recommend this app to all my friends and will continue to use it faithfully!","information giving"
"12763","Please add a back to top of page button.","feature request"
"12767","I love Pinterest, but this app crashes almost every time I use it ,","problem discovery"
"12787","Love having a source of photos to reference when I need them.","information giving"
"12800","Nice app you can save your pics and grab pics from others and share comments ,","information giving"
"12805","The app is hard to see clearly on my phone, maybe I need to get the iPad.","feature request"
"12810","Never had the problem before.","problem discovery"
"12838","The only suggestions...fix the glitch that boots you out and shuts down your iPad on occasion, create main topic board to house boards as subtopics (e.g. Main topic 'decorating' and boards under this would be kitchen, bedroom, etc.) I just have so many boards it would make things more organized and easier to find.","problem discovery"
"12851","I don  t understand why fix something that is not broken to really break it!!?","information giving"
"12861","I wish there were no limitations on searches, and I know there are thousands of pins, so why only show a couple hundred?","information seeking"
"12877","The upgrades have made great improvements.","information giving"
"12879","Haven  t had any issues at all on iPhone 4S.","information giving"
"12885","There are so many great ideas on this app.","information giving"
"12893","The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps....please add a print button!","feature request"
"12907","Love how you can create group boards and progressively invite members.","information giving"
"12919","The mobile app is slow and crashes a lot, but I love it when it  s not struggling.","problem discovery"
"12920","Can you try to add some instructions or a replay for when you first join?","feature request"
"12920","That I need to ask.","feature request"
"12921","The only problem is that I  ll just mean to take a peek &amp; before I know it, I  ll discover I  ve lost hours!","problem discovery"
"12939","The best place to keep all your ideas, favorite things and plans is one place and better yet to share!","information giving"
"12955","Easy to use, great way to kill time at a doctor  s office and such.","information giving"
"12956","I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture.","feature request"
"12960","I have no problems with this app.","information giving"
"12967","This app runs so smoothly and I rarely have issues with it anymore.","information giving"
"12968","Brittany Lauren ,  Please please please give us an update to be able to search for pins on our boards!","feature request"
"12992","There is still a crashing issue on occasion and pins on my homepage refuse to load.","problem discovery"
"12994","The app crashes sometimes and that can be very frustrating.","problem discovery"
"13003","I learn a lot from what other folks post  it lacks a reliable search function &amp; it needs to add a setting of BOARDS/PERSONS I FOLLOW.","feature request"
"13003","Overall it is fun &amp;   provides a lot of good info.","information giving"
"13005","The only bad thing about it is that you can  t get on it without wifi.","feature request"
"13010","Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites.","feature request"
"13019","There are so many recipes and ideas that you can pin now and use as a resource later.","information giving"
"13024","\n\nPinterest was crashing on my iPad but seems to be better since the update.","problem discovery"
"13024","I don  t like updates that change everything around but I seem to be getting used to how to navigate it.","information giving"
"13033","I have to careful when I open it because it can be hours before I come up for air.","information giving"
"13052","Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list.","feature request"
"13056","It  s good that we can view what we  ve already pinned and be told when we  re about to pin something we may have forgotten has already been pinned to our board(s).","information giving"
"13070","Fantastic app I recommend it entirely only crashes sometimes.","problem discovery"
"13072","How to make or do anything!","information seeking"
"13074","I use Pinterest a lot, but the app is constantly crashing when I go to open a pin.","problem discovery"
"13075","Everything you need is right here and more!","information giving"
"13083","But I wish there were a way to organize pins within boards, like sub boards or something.","feature request"
"13096","It  s so easy to use, has very few bugs, and is so much fun!!","problem discovery"
"13099","I enjoy using Pinterest on the iPad and iPhone but some features, like the ability to change the cover image of a board are missing.","feature request"
"13100","I love Pintrest and the app version is laid out well, but it crashes all the time and sometimes takes several tries to reach the web page linked to the pin.","problem discovery"
"13102","5/9/12 Update: Bugs are fewer.","problem discovery"
"13106","Can we get a fix on this?","problem discovery"
"13108","Never have any problems with it, never crashes.","information giving"
"13111","The ideas that I have been able to use and share have been a tremendous help to me, my family, friends and co workers.","information giving"
"13116","Will there ever be an update that allows us to move multiple pins to one board at a time?","information seeking"
"13119","Pintrest provides an easy way to find and store ideas.","information giving"
"13123","I love how you can create boards, secret boards, send to other pinners, or just like something.","information giving"
"13139","I have no problems with it at all.","information giving"
"13141","After update, takes longer for boards to load, sometimes the app crashes.","problem discovery"
"13145","I have had no problems with Pinterest ever!","information giving"
"13146","because it crashes now and then.","problem discovery"
"13148","Pinterest helps you find recipes to make delicious dishes, gives you amazing gift ideas and room decor.","problem discovery"
"13154","Why is it stuck?","information seeking"
"13162","Why aren  t our personal Boards in alpha order the way they come up to pin?","information seeking"
"13162","Why can  t we change the cover photo on our Boards anymore?","information seeking"
"13172","The only problem I have with it is that it randomly closes the app.","problem discovery"
"13189","it always gives me ideas i can use or elaborate on.","information giving"
"13226","For those who like to visually learn, read and live, this app fits the personal functionality I need in order for the platform to be an intuitive, seamless process regardless of the task I  m attempting to perform.","feature request"
"13227","I wish you could still pin without opening.","feature request"
"13231","I wish there was some type of messenger available.","feature request"
"13231","It would be nice to be able to respond to pins that have been sent to us with a message.","feature request"
"13259","i like the new update but it still crashes every so often.","problem discovery"
"13263","I  m sure there is a way to turn that off, but I haven  t figured it out.","information seeking"
"13273","I wish there was a way to take off your recently viewed categories.","feature request"
"13286","They  ve been hits at get togethers and if I ever need to fix or clean something I can find it on Pinterest.","problem discovery"
"13291","s Fling ,  This version crashes repeatedly and completely shuts my iPad down.","problem discovery"
"13295","I need Pinterest Anonymous ,","feature request"
"13298","No matter what you need it  s on Pinterest.","information giving"
"13300","Prior to this last update you made some improvements and did update and it was great!","information giving"
"13300","Then there was this last update :( Now iPad wants to crash sometimes, not anywhere like before but just some.","problem discovery"
"13300","And you know it would be great to be able to have more than  350 boards, I have noticed some of the people I follow have more but I can  t figure out how to do it!","feature request"
"13300","If we could just solve these issues it would be awesome!","problem discovery"
"13308","The only improvement I suggest is to add the ability to zoom in on the pictures after they have been pinned.","feature request"
"13316","I have had the iPhone 4S and 5s, with both of them I had loading issues when saving an image that would freeze and continue to load hours after I have exited the app.","problem discovery"
"13320","I love this app, really liked when the added the I think you  ve already posted this!","information giving"
"13353","Any time I need an idea I come here.","information giving"
"13353","I can pretty much find everything I need here, and the app is simple to use.","information giving"
"13356","\nOverall I recommend it!","information giving"
"13373","I can  t believe I was missing out on such great ideas for such a long time!","information giving"
"13375","There are so many great ideas and funny things!","information giving"
"13377","s78 ,  All of my new contacts I have made on this app and all of the great information I have gained, I  m just so excited to be able to pin all day long ,","information giving"
"13385","Wish the app would allow you to view in both portrait and landscape format.","feature request"
"13388","My only problem is not being able to stop.","problem discovery"
"13388","I can always find projects that I can  t wait to try, and gifts to make for family.","information giving"
"13391","Great app nothing else like it gives me awesome ideas of things I can  t afford puts my head in debt ?","information giving"
"13402","Now I can access things out and about such as ingredients for recipes, what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house?","information seeking"
"13403","I can  t stop!","information giving"
"13407","The only problem is I spend too much time on it.","information giving"
"13415","The only complaint I can share is I tried a recipe that had three ingredients, followed the recipe completely and failed all three times.","problem discovery"
"13416","Very infrequently do I have any problems and it is so convenient.","problem discovery"
"13418","Honestly, I  m not sure I like the latest update but I will either adjust or they will update it again.","information giving"
"13424","How do people come up with these great ideas?","information seeking"
"13429","Unfortunately, it didn  t take long before a few a wipes posted bad links.","information giving"
"13435","It helps me plan my meals, travel and make my dreams come true.","information giving"
"13446","Constantly crashes when viewed on my iPad.","problem discovery"
"13453","Works awesome on my phone but crashes if you repin too quickly back to back.","problem discovery"
"13472","Works fine, I have had no issues.","information giving"
"13476","This app needs an update.","feature request"
"13480","Don  t listen to anybody who gave them one star they are just mad because they didn  t get any followers.","information giving"
"13485","The way I think is to categorize first and then comment...but once you select a category you  ve pinned it and then you must do the several step process of editing.","feature request"
"13492","It helps me keep track of my pins and makes the easy to find when I need them.","information giving"
"13495","When I try to pin from Facebook, half the time it tells me I need to log in first.","information giving"
"13495","So sometimes I just skip it and email the item to myself.","information giving"
"13496","I was nvr a big Facebook fan bc it gave too much personal without any personality   Pinterest let  s your real self shine through whether you intended to or not ;)\nI just wish that with the update that they would fix the crashing of my iPad if I have too many windows open or I have left it open too long :( ,","problem discovery"
"13498","I have had no problems at all.","information giving"
"13501","I love to cook and have many apps and bookmarks for recipe searches, but Pinterest is often the first and last place I need to search.","information giving"
"13519","Definitely recommend this to anyone.","information giving"
"13523","Luv the inspiration of others\nConnection has never failed .","information giving"
"13527","I was the person who said they would never Pinterest and now I can  t stop!!!","information giving"
"13530","I love Pinterest &amp; I love the ease this app provides.","information giving"
"13540","Recent updates have made this app much better!","information giving"
"13542","At first when I signed up I had no idea what this was and I actually thought it was a waste of time but now that I understand it I absolutely love it and can  t stop pinning.","information giving"
"13544","I have never had any problems with this app.","information giving"
"13546","Only bug I found was when I expand a pin and try to scroll down to the related pubs area, they sometimes won  t load so I have to exit the pin and try again.","information giving"
"13547","God bless the person/people who created it.","information giving"
"13548","It  s an amazing app for everything you need!!","information giving"
"13573","Sometimes I just give up waiting and just shut it down.","information giving"
"13588","\nI  ve made the most delicious recipes from it and  even used tips for my dogs.","information giving"
"13597","Some day my things will be on this app this app make my day.","information giving"
"13604","Highly recommend this app!","information giving"
"13637","I find everything what I need  and ever imagine!","information giving"
"13639","A bit glitchy sometimes so you may need to do an uninstall / reinstall but otherwise go for it.","problem discovery"
"13644","I also can  t pin from Zulily any more, but I don  t know if it is Pinterest or Zulily.","problem discovery"
"13665","I just sometimes get overwhelmed with how much is available and lose track of time.","information giving"
"13670","It  s often the first place I go when I can  t figure out what to make for dinner!","information giving"
"13672","Great app just wish it didn  t glitch on occasion ,","feature request"
"13673","There are SO many great ideas that are shared throughout this app!!!","information giving"
"13685","Pinterest is there to find anything I need!","information giving"
"13703","It can only get better with time, how can I invest?","information seeking"
"13704","Wouldn  t plan an event without it.","information giving"
"13705","It  s my go to DIY site when the creative juices have failed me.","problem discovery"
"13705","I recommend this to everyone.","information giving"
"13736","Find everything I need from recipes to decorating and more.","information giving"
"13745","I no longer need magazines to get ideas for decorating, hairstyles, clothing, organizing and so many other things.","information giving"
"13749","Seriously if you know me you know that I can  t function without Pinterest.","information giving"
"13764","I  m a teacher and there  s anything I can  t find in this app.","information giving"
"13770","Love to pin recipes / crafts then in store just look up for what you need.","information giving"
"13792","Wow when I first downloaded Pinterest I didn  t expect to be as cool and filled with GREAT ideas as it is!!!","information giving"
"13792","If u don  t have you are missing out and when you are getting started or don  t have many followers follow me cuz I love Pinterest and I pin every day!!","information giving"
"13798","I looked at everything wedding when my daughter was planning her event.","information giving"
"13798","Decks for the backyard was really fun when we were planning our backyard update.","information giving"
"13803","The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it.","feature request"
"13812","I love this site but the app crashes every time I use it :( ,","problem discovery"
"13818","Great thing, just need more money ,","information giving"
"13820","Is there any way of getting the last version back, otherwise please change it!?","information seeking"
"13824","The only problem is the newest update makes if a bit difficult to find and like things.","problem discovery"
"13826","The update crashes sometimes, but not as much as it used to.","problem discovery"
"13838","It  s so much more convenient and clear here.","information giving"
"13840","A few updates ago this thing was added where whnevr you pinned something you would have to hold your finger on the screen and slide it.","information giving"
"13844","This was Christmas gift central right here.","information giving"
"13845","They made a  change some where along the way and I can no longer get this app to open my pinterest account using Facebook on my IPad.","problem discovery"
"13845","I think I followed all the instructions properly but still there is a problem.","problem discovery"
"13850","I have been hoping for a new version to fix the issue.","problem discovery"
"13874","Pinterest has made my life so much easier!","information giving"
"13882","The only thing I would like to see added is a find feature for every board considering how many pins I have now.","feature request"
"13892","When I need to find something Pinterest is my first stop ,","information giving"
"13896","Could add feature that loads more pins when you reach the bottom and run out of pins!!!!!!!","feature request"
"13898","Wish it didn  t crash on occasion but other than that, it  s great!","problem discovery"
"13928","The down side is that it does indeed crash on you everyonce in a while, not constant at all and doesn  t pick up where you left off, and you will be lucky if you find that specific pin again.","problem discovery"
"13928","Just remember that it  s probably a good idea to try some things out and see if you like them, if not you can delete it off.","information giving"
"13931","I pick up some great ideas, crazy photos, and so on, but occasionally it just puts up colored boxes instead of photos.","problem discovery"
"13931","When I posted one image to FB, any time anyone clicked on it, it went to Pinterest without a way back to FB, so I deleted it.","information giving"
"13932","I was frustrated when they swept in with the anti nude censorship, but I still use it, and the app provides all the features I need ,","information giving"
"13936","I really like having Pinterest at my finger tips!","information giving"
"13940","I get frustrated because it crashes with some regularity.","problem discovery"
"13941","Just download it, you won  t regret it!!!!!!!!","information giving"
"13963","I just love pinterest since day one!","information giving"
"13976","It  s awesome that you can find almost anything you can think.","information giving"
"13988","I just wish they  d add a Farm &amp; Ranch category!","feature request"
"14004","The App gets a 50/50 , sometimes it works and sometimes you have issues.","problem discovery"
"14008","I just love this app ,","information giving"
"14012","It crashes constantly.","problem discovery"
"14013","Wish you could save images that you are trying to pin!","feature request"
"14022","Love getting a ideas for EVERYTHING, but some of the websites pinned do not work.","problem discovery"
"14023","Crashes have been minimized in the last updates, but still crashes on my iPad.","problem discovery"
"14023","I sort of wish links would open in chrome like they do on the app, but get why they don  t. Please don  t get much more complex!","information giving"
"14037","Love the app but have also noticed that my tablet will automatically shut down only on the Pinterest site.","problem discovery"
"14038","Just relax and find things you like.","information giving"
"14045","Definitely recommend Pinterest!","information giving"
"14048","Great ideas, but it crashes since upgrade :( ,","problem discovery"
"14074","BUT the app seems to crash a lot!","problem discovery"
"14074","I just hope you can fix the crashing problem.","problem discovery"
"14075","We really need an open in safari button.","feature request"
"14080","It  s constantly crashing on me or not showing the pictures, just a bunch of colored tiles.","problem discovery"
"14092","I liked the list better I don  t need a picture to know the category.","feature request"
"14097","My only complaint is that you can  t search your own pins or likes as you can on a computer.","feature request"
"14109","Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either.","feature request"
"14110","Just I had a few extra hours in the day to browse!","information giving"
"14112","Love this app so much it has everything that you want to learn and much more I just absolutely love it!","information giving"
"14121","It  s a great app but it crashes way too much :( please fix this ,","problem discovery"
"14125","It  s useful for event planning, motivation, cooking and pretty much anything you  re looking for.","information giving"
"14125","I planned my daughters entire baby shower using Pinterest.","information giving"
"14135","I don  t like the fact that it always crashes when I  m on my iPad.","problem discovery"
"14135","Please fix the crashes on the iPads an it would be worth that fifth star.","problem discovery"
"14139","It makes me loom like the crafty creative one :) ,","information giving"
"14149","Occasionally mine will shut down on me.","problem discovery"
"14161","I never have a problem!","information seeking"
"14164","Totally awesome app that is helpful when I need to find something quick to cook, crafts made or little thing to do around the house!!","information giving"
"14167","Not impressed with update, also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic.","feature request"
"14168","I need to see what I am working on, or towards in order for me to make the connection.","feature request"
"14170","Please change it back to the old Pinterest that we all liked.","information giving"
"14171","I can  t stop pinning!","information giving"
"14172","I can  t stop looking at it.","information giving"
"14181","If I never need ideas about anything this is my go to app.","information giving"
"14193","Highly recommend it!","information giving"
"14198","When I get married I intend to use a ton of the ideas for my wedding, and it  s a great place to find and store funny pictures.","information giving"
"14199","I can add as many as I want to anything I want.","information giving"
"14211","But it still crashes a LOT!","problem discovery"
"14212","Always looking forward to what they have planned for the next update.","information seeking"
"14217","Does everything I need it to do!","information giving"
"14221","Any idea or anything you think you want to do is here.","information giving"
"14228","I can  t help but say that Pinterest is awesome and that I  m totally 100% addicted and it  s nice because I have so many followers interested in just what I pin!","information giving"
"14229","This app never crashes or freezes up.","information giving"
"14235","Pinterest can redefine your life by making you the chef, artist or seamstress you thought you could never be!!","information giving"
"14235","I LOVE it and highly recommend it to everyone!!","information giving"
"14254","My only complaint is the offensive material and language that people post.","information giving"
"14256","Update 12 28 2013 LOVE Pinterest, but see my request below.","feature request"
"14256","Please change it BACK to the APP opening when I pin in Safari and/or Chrome.","feature request"
"14256","Please make an iPad HD version!!","feature request"
"14268","If there were only a way to help me to really DO the ideas I  ve pinned!!","information giving"
"14276","You can find anything you need on Pinterest!","information giving"
"14283","I plan to do the same for crafts.","information giving"
"14289","Just not fond overall of the update but love the app in general.","information giving"
