"id","req_specification","class"
"4602","We as a group have caused a lot of our need to do context switching, because we oftentimes aren't done when we say we're going to be done. For whatever reason that is, and then we end up in a bind because we can't wait until we're done with something before we say we can...We have to keep things in the queue, in the schedule. Maybe next time, be thinking about that.","NULL"
"1069","Right. Maybe it's like you have your home page and you're doing it, or maybe you duplicate these for different things like for and for conversations, and .","NULL"
"3755","I withdraw the question.","NULL"
"3578","Go back to that first screen. The problem there is at that point you're back to the problem of just a dumb scanner clicking barcodes. If you programmed the scanner just right you could set it up to where they just blindly scanned the  . They wouldn't be able to adjust any quantities so if they had 50 of something on the same shelf they'd have to scan the barcode 50 times.","NULL"
"4282","I know.","NULL"
"1042","As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.","F"
"2848","Brian, I've got here, I think he deciphered these Verizon three warehouses, but I'll double check and  arrange to send something. I know they went back and forth a few times. It would be the  as far as what they're taking in to the setting, so I'll get back with you on that.","NULL"
"4896","Yes, pretty sure it had the street on there, too.","NULL"
"2941","things   .","NULL"
"4604","But, if our iterations were much more structured, our releases I should say were much more structured, say, 'I know exactly. I've got eight iterations in a release. I've got four iterations of testing tacked onto the end of that, and it becomes a repetitive thing that happens exactly the same every single time, the layout becomes a lot easier.'","NULL"
"2747","If the humidity wasn't so high, it wouldn't be as bad. I don't think so.","NULL"
"138","This could be quite interesting.","NULL"
"884","Yep. I started on something else already.","NULL"
"3823","Right. What we want to do is on a big level, make sure that we captured everything here, and then see if we can figure out a general full-scope, figure out what we want to do first. Then that will end up being the first iteration, and at the end of this iteration we'll see what Mahesh has  . We have our Agile classes to know what's good.","NULL"
"1546","If everybody else had a task in here, you would have a burn-down chart here. It will start showing you... OK. Here's all the tasks that you have. It adds up the hours and what's left, and she'll start burning down. It doesn't always look like that. Any questions?","NULL"
"2542","I'll have that discussion with him  .","NULL"
"3135","It's week three now.","NULL"
"4329","Bye.","NULL"
"3706","Yeah. That's good.","NULL"
"778","As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.","F"
"2244","But we did tell her that yesterday.","NULL"
"3790","We can determine at will whether or not the users are in  versus  .","NULL"
"4024","Fast Path and...We need to make sure we can fit some user storage in there to keep Mahesh going. What's happening right now? You've got your user environment set up in your...? How are these designs that Corey's given being implemented right now?","NULL"
"4652",".","NULL"
"2567","This computer may not have connectivity.","NULL"
"1779","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.","F"
"201","We could talk about, I think there should be the possibility to have multiple.","A"
"2513","Login page and home screen.","NULL"
"1811","As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.","F"
"1160","We've got Fast Path.","NULL"
"323","That's for sure a big problem.","NULL"
"550","I just put this here in the projects goals, you guys see it in the documents I'll share afterwards, but that's that's yeah, that that's, that would be a really important.","NULL"
"817","As a camp administrator, I want to be able to warn a camp worker who I think did his/her job inappropriate.","F"
"3544","The easier thing to do is have Data Collector. The previous screen do something similar in Data Collector and then do a web service call. I don't know what that XML file is, if that's anything.","NULL"
"3004","Hello?","NULL"
"2536","I disagree with that.","NULL"
"2795","That'd be good, because that's really the only thing that's holding up testing with CTDI. And we'll have a call with them tomorrow, at which time, hopefully we'll say we're ready to do testing, because seriously, I don't want to be doing testing next week when you all aren't here.","NULL"
"1512","You probably...","NULL"
"3647","Ask Darrell if there's an option for him to spend maintenance points on it.","NULL"
"3378","We can take those  . Get the ones out of here based on those indecipherable 08:50] . Those are the ones we...","NULL"
"1035","As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.","A"
"4241","Thanks.","NULL"
"2493","I don't know who the release manager is.","NULL"
"4684","On this page, remove the user control stop, and add the reference, or just drop in the Telerik control. We're going to input the same items here.","NULL"
"1511","Yeah. I can do that, going to get things going. You said David installed that, or who installed that for you?","NULL"
"1666","As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.","A"
"1973","That's what we thought when we saw it. We don't know all the ins and outs of BellCam. Thank you.","NULL"
"1281","That's the way our mind works. Not yet. This one in particular we're going to definitely be working through. But as far as the other ones that are in class people can pick the ones they'd like to see first. With that, on to issues. Did everybody see these? A couple of seconds. Any new ones anybody wants to add to the list?","NULL"
"4076","with the data.  Notify.","NULL"
"4256","Kaylow, actually, he called to tell me that he needs to not be on the call.  I was like, 'Good, I don't need to figure how to conference.' You think before I even have a kick-off meeting that I need to get with Daryl to get clarity on what project we're doing?","NULL"
"2802","Awesome.","NULL"
"1090","That's what's next thing on deck. It's just a matter of trying to wrap things up. Getting better about scope creep, so we can get onto these. Get these things up, , is the best thing our team can do.","NULL"
"2023","Hey, Jim, were you able to get any response from Ron at  ?","NULL"
"2380","I like Jim's rules, that mindset of, if we had CLLI six, we could map it to an exchange that way. That was incredibly beneficial. It's just it's not fully working.","NULL"
"585","And if the user logs in with a Spanish setting, he will get the Spanish translation for it.","F"
"3881","You want the home page to just be  ?","NULL"
"126","Uh, I didn't get to think about this, but probably predefined would be easy to manage.","F"
"2861","The only thing I had, I asked Drake for some of that information about moving databases. I'll take a look at that later today, and let you know if it works.","NULL"
"2862","Nobody else had anything?","NULL"
"1330","Don't .","NULL"
"4518","What meetings are you referring to?","NULL"
"2066","let them understand it and do the work...","NULL"
"88","Yeah.","NULL"
"4939","I took care of that. That was unrelated. That's another project. Sorry. They sent another one out for me to find the OAC. I was wondering if it was this project, but he clarified it wasn't.","NULL"
"1707","As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.","F"
"4504","I think, if we can improve that somehow the context switch, if we are switching it, only a person who worked on it. If they want to learn a new application, or whatever new technology, give it to them specifically for a week. Don't just throw them back in and out. It's not good for anybody.","NULL"
"3592","What do you mean?","NULL"
"1471","As a team member, I want to have a prototype strategy, so that I understand how we will gain understandings from tests that will drive recommendations.","A"
"2511","So what do we have?","NULL"
"223","So, um, then we also have to think about the surgery itself.","NULL"
"4989","That's why I put it that way.","NULL"
"3855","At the high-level epic, I would still think that you can say, 'You've got 50 points this iteration to do whatever you think can be done.' If you need to break it out into epic one-stage one, epic two-stage two, that's still fine.","NULL"
"739","As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","A"
"1920","If you could ever get two hours.","NULL"
"783","As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.","A"
"654","Mark, do you have something?","NULL"
"4047",".","NULL"
"597","So these three languages will be available at the very last launch of the software.","A"
"1607","As a camp administrator, I want to be able to add campers, so that I can keep track of each individual camper.","F"
"421","How's your life going?","NULL"
"3806","What are we looking at here? What is Trello?","NULL"
"885","As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.","F"
"939","That's .","NULL"
"2174","Hey, Kaitlin.","NULL"
"2082","That may be an excellent idea.","NULL"
"4209","I don't have a good answer from them.","NULL"
"4090","Yes.","NULL"
"3942","Basically, what you've done is you've pulled a list of these things, these conversations that you're managing. I can see where you should be able to search for them using your tools on the map and you should be able to save them using tools like your map, like a calendar and all those things, and dictate what subset of those conversations you want to see.","NULL"
"3478","So in LCAM they're...yes, OK, so that's why I wanted to talk to you guys, because this sounds like we could possibly let them use DC3 to do this functionality.","NULL"
"3101","Hardwire only.","NULL"
"3836","They don't really have anything to do with the map. I still want to be able to have an intuitive way to get to my list of contracts. I don't know what's the best approach to that from a user perspective.","NULL"
"1624","As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.","F"
"424","Stressful day.","NULL"
"660","For sure.","NULL"
"2067","Wait a minute. They can split the order, but their question is the approval process. They said that we can't approve them separately.","NULL"
"1343","As an Agency user, I want all historical Financial Assistance data loaded for FABS go-live.","A"
"2759","Nah. That doesn't work. Let me try something else.","NULL"
"3327","What do the color codes mean? They're not related to CO?","NULL"
"2159","Sorry about that,  in my pocket.","NULL"
"1401","As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.","F"
"3865","Has what?","NULL"
"2916","A warehouse full of hungry children to feed come Monday, so...","NULL"
"4088","Mahesh, can you estimate doing that?","NULL"
"1919","I could finish that story up if I could just...","NULL"
"4643","Good. All right, we'll get this codified and make an actual process. All right,  the meeting.","NULL"
"3718","Well, I wasn't invited to yours.","NULL"
"282","I think I already mentioned something about the engagement in the project description, which I've sent you, but I think we shouldn't go too much in depth with engagement at this point, because it's way out of scope for this first phase.","NULL"
"2227","I've asked  for these flashback construction engineering. I told them engineering is done, and, construction, I told them we're not planning on doing anything this quarter.","NULL"
"3273","Yeah, reuse because she says that up here. New RC five U.  Not confusing at all, because that's the whole deal, right? This equipment comes in, it's inventory held for use, they never use it, and they retire it. She says, 'Yeah, that's what we actually do on these rare occasions.' Today we have to go through these various steps down here in order to do that.","NULL"
"1752","I do, because if we have a problem we need to know, but I don't think we do.","NULL"
"4202","It's a bulk edit.","NULL"
"969","As a user researcher, I want to make sure the correct NSF people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.","A"
"2790","Sure enough.","NULL"
"2629","My God.","NULL"
"4034","Yeah.","NULL"
"4951","That's a good question.","NULL"
"232","I mean, the types of questions I just mentioned there, everyone knows them, but maybe we could come up with something innovative, which will be a unique selling point for our application.","NULL"
"4809","My assumption is whoever adds to the database script runs that section that they're adding. They go ahead and do it in dev. That's the assumption I've been going on.","NULL"
"3507","The plus side about that is you use laptops and just simple, inexpensive 2D barcode scanners that you already have to do all that if they wanted to do the bay audit kind of a thing. There was a cycle count function in there at one point in time, right?","NULL"
"1490","As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.","F"
"2734","It was never asked for up front.","NULL"
"1110","Or like Zillow, you start by putting in an address. You come here and pick the context of, 'Buy,' 'Rent,' 'Sell,' or, their estimating thing. Then you put in your address and click Search and it takes you to that area.","NULL"
"4500","sometimes.","NULL"
"3987","If you've got the tab functionality other than the Conversation.","NULL"
"1315","As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.","F"
"71","Or do you have any questions just before we go into detail now, do you guys have any questions overall?","NULL"
"73","There's just some, some small stuff that we need to specify, but, uh, I think that's the reason why we have this meeting in the end.","NULL"
"2755","So, Brian's on hold and I had  . If I hit conference now, and then go to Brian's, do you think it will work?","NULL"
"1718","I like Jim's rules, that mindset of, if we had CLLI six, we could map it to an exchange that way. That was incredibly beneficial. It's just it's not fully working.","NULL"
"2105","I didn't get to read anything, but that would be one of the few reasons.","A"
"2793","Late Friday afternoon. Not awesome.","NULL"
"1934","I can knock out a good chunk of it today. There will be a good first look there. I'd hope you'd have something functional Wednesday, even if it's still rough.","NULL"
"2815","OK. We're going to have to hang up in a minute, but I do want to bring up...Who's doing the parts that aren't conversion for  ?","NULL"
"4770","For real, this time.","NULL"
"1726","Let's estimate that from both sides, from whatever Baski needs to do, whatever Mahesh is going to...","NULL"
"239","And there's the question.","NULL"
"2398","So if that's true, then we could probably just come up with a pattern, like Drake said, of an exchange code. Because the exchange code helps me link back to that other file that DJ gave me that had that exhaustive list of LACs and company codes. I've had not a single problem matching up the exchange codes I've found back to that list, so I think that's perfect there.","NULL"
"2866",".","NULL"
"4619","If you give us the option of focusing from time to time on what we prefer to do, once we have figured that out, can we  ? Because I feel that I know what I like and if it's an option for me to do that, that's when I have a passion to learn. That's what I want to do is just sit with somebody and learn everything about how to do it.","NULL"
"4192","When you set up a date  report for Fast Path.","NULL"
"2219","You need to talk to  . We have residents there to notify people. We need to get him on board. OK, we have decided on the Agile Class, and I am gonna get it scheduled based on everybody's calenders. John wanted us to bring a couple of the Denver people in. Talked to Matt yesterday about trying to make sure it all works with their calenders, as well. We are going do a one day class. It will probably be late April, early May would be my guess.","NULL"
"1522","As a broker team member, I want to make some updates to the SQL codes for clarity.","F"
"1211","Would you like us to run that overnight, Jim?","NULL"
"1253","I'm here. I am desperately trying to get the board to show up.","NULL"
"3679","I think that's it. Everything you check in should be associated with a task, if at all possible. In fact, I haven't run across too many situations where we don't have a task to associate it with. That's it. We check that in and  . Change set, it's got that listed so I can go in.  change sets. Anyway, we do have a task. That's your name associated with it. We checked in code against it. Any more time that you spend on this particular task, you can do that and also add another task for updating the... .","NULL"
"1149","As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.","F"
"1238","As a FABS user, I want to submission errors to accurately represent FABS errors, so that I know why my submission didn't work.","A"
"4622","I think that it is that you never bother me, always  . If you have a question, come back. Don't ask, don't even email me. Just walk in. I would love to help you, but you've got to make a step. Don't assume and sit there, just come. It's OK.","NULL"
"1950","All right. Bye.","NULL"
"4505","Context switching, we will add that to the list.","NULL"
"4017","Yeah, because we can't see the recently changed things, so that's new, which they've asked for a long time.","NULL"
"80","So yeah, that, that's fine.","NULL"
"3582","Do you tab or enter key?","NULL"
"3102","No, these are showing you,  , because it's going to be the same thing as what...","NULL"
"2323","necessarily address those, upgrade and have triage   .","NULL"
"2993","No, it's here.  .","NULL"
"1347","This is Brian.","NULL"
"714","Yeah, a lot of verification.","NULL"
"4904","Like the one example I sent, Marion, Maine, I just picked it because that's where I live, but coincidentally the street address was the same. I know we have all sorts of versions out there so that wasn't meant to act like, 'Oh, this is easy to do.'","NULL"
"457","So scale question, one of the reports will get its own, which is fair.","NULL"
"4266","Probably, but I don't know yet.","NULL"
"364","So the comment will be on this question specifically.","NULL"
"2077","They've got something that...","NULL"
"1745","As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.","F"
"1796","As a team member, I want to understand how time off overlaps with plans around the user research.","A"
"286","You know, like I would really like it if you have something like they have on Reddit or somewhere like where you could maybe also as a, you somehow have to involve the users into the survey.","F"
"4135","Big happy face if they login. Big sad face if they can't do it.","NULL"
"4325","OK.","NULL"
"4427","Yeah. I'm trying to find what the demo maps.you see what Michael did, since they want the teller all on. I agree, because it's better to have a bunch of good stuff on there.","NULL"
"594","That's, that's really important.","NULL"
"4726","I'll see how much I've found today, and hope we'll give us a...","NULL"
"2851","So you're saying that you've received new equipment  by looking at the wires? By wired information? But you haven't seen any of that evidence in LCAM, is that right?","A"
"3927","But when we start thinking of, '80 percent of my users are attachers doing this. 70 of them are, or 10 percent of them are managers of joint use departments and pole owners and this is what they're going to want to do.' That's going to drive what...","NULL"
"4448","...any issues. Last week we went over the status of everything more in depth. What I thought is, maybe try to switch that up, so one week go more into the status and one week go more into the issues.","NULL"
"38","So I think we should, it's really important that we also offer such a service and we already discussed this, the board that this should probably something that can be used as a software, as a service where we have customers, they would just sign up to our application, pay a fee.","F"
"2675","We're working on...Last night we were talking about the ship via CLLI codes, that starts with SA-type T  , the dimension was 500 some.","NULL"
"4944","That makes sense, because it's his data.","NULL"
"108","I think programming wise, it would be the same thing as interest checking for the role and that, that should not be the problem.","NULL"
"2711","Yeah, because I don't think you want to change the part every time you get something in, because we wouldn't have any idea whether this was a part change or it's just receiving something in.","NULL"
"4924","If we send a one-time cross...?","NULL"
"4724","It's OK. It's up in my screen, so I can check it out there.   .","NULL"
"2154","It is  .","NULL"
"2366","Right.","NULL"
"2234","That's exactly...close one, because we did not do one on Monday. We did one on Sunday, didn't do it on Monday. We did one Sunday with every business position.","NULL"
"4085","OK, got you.","NULL"
"3464","Yes, absolutely. That's what I'll do.","NULL"
"3061",". What do you think,   ?","NULL"
"405","I think maybe for the swipe questions, we can have some, some, uh, a bar graph that shows the sides they swiped to.","F"
"762","I see both sides of that. Whatever you want to do.","NULL"
"4971","I guess that was the last really untested part of the interface that we had. Right now we can cross our fingers and say that we're good with that interface.  We think we're good with that interface, anyway. That was all I had on my list. Did you all have anything that we needed to talk about this morning?","NULL"
"4529","But there are several occasions where there are no development people involved in these decisions where dates and stuff come out of. I'm working on that one. Anything else? I've got that captured here. If we don't want to add anything else, then we can pick one of these to discuss. See if we can move along before we get to talk about the projects and what you're doing.","NULL"
"2891","What? I'm deaf now. I can't hear anything.","NULL"
"2404","Yeah. That sounds like a good solution, short term, to me.","NULL"
"1758","OK.","NULL"
"3921","Then the asset  .","NULL"
"4967","The assets are getting written on, the ones I've checked. Even the one we looked at this morning, it did get written on.","NULL"
"1105","SQL could be . Commands can go back and forth a lot.","NULL"
"4153",". I'm going to use the same thing we had on the other page. I need to remove .","NULL"
"1496","We could modify DC3 to maybe smooth out that process a little bit to where it's not as complicated, or streamline it. You can go either way. You're basically either...you've got to simplify the process in DC3 to only work at the frame ID level and strip out a lot of the...","NULL"
"2987","Go with one hour.","NULL"
"1825","I've got much better ideas after this conversation.","NULL"
"4746","We'll make a bug.","NULL"
"389","That, I mean, the, the, the functionality itself can, is easily reusable.","NULL"
"975","Is it going to be right?","NULL"
"2101","Clean it up, there.","NULL"
"165","Ah, okay.","NULL"
"3570","Now there are some off the shelf ones where they will gather just dumb barcode scans, and it'll output them, but at that point none of it's validated. What if they scan a manufacturer's serial number instead of the  or something like that?","NULL"
"982","As a camp administrator, I want to be able to suspend a camper who had behavioral problems.","F"
"162","But just so that I understand you right, so that as a user, I don't really have to, um, log in or anything?","F"
"2730","But second, yes, there is a discrepancy. We were going to keep that manual anyway, correct? I think even Mike agreed.","NULL"
"2266","1.20 might need to be moved up some depending on what option they take on the fast path. That's the one having to get it checked in. I guess we owe him that with a clean release so we may go with 20 a little bit earlier.","NULL"
"4736","Something else like what?","NULL"
"2874","","NULL"
"450","So it's not really getting messy.","NULL"
"3029","I mean for the estimate. It's defaulting it to something. But for hardwire, it requires them to enter one, so the change is to put it on here, and if they enter one, use the one they enter. If they don't enter one, still use the default, like it's doing today.","NULL"
"4747","I don't want to make a bug. I just want to move these back.","NULL"
"2756","Probably, it won't.","NULL"
"2787","Whenever he gets done with this stuff. Drake?   . Working on the warehouse interface for non-serialized assets?","NULL"
"3158","Sure.","NULL"
"1202","It's not a repair PO. we not POs. .","NULL"
"1765","What's the bug?","NULL"
"3196","for hardware  for flow, even though   hardwire on the same transaction.","NULL"
"3019","So, the other thing is, when you do a journal change for hardwire, you have to enter an estimate. If you do a journal change and it's non-hardwire, you don't have to enter an estimate.","NULL"
"3522","With WiFi or something?","NULL"
"1049","As a participant, I want to be able to change my estimate up until the last person selects a card and all are shown, so that I can change my mind based on information I hear.","F"
"857","As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party.","F"
"4599","If we get rid of the context switch, that problem goes away.","NULL"
"4262","That's your call.","NULL"
"3349","We have a price that is the original, the price?","NULL"
"3911","When we have all that real estate then we can show the search area on a big map, and all that stuff, but we're dealing with such a small space we have to give them the choice when they logon of what they want to see next.","NULL"
"3940","That's something that's maybe  not really there. In Notify it's there right now. But to me, managing a project is the combination of those conversations and assets. That's more of a, 'How do I take all of these assets I have and these things I have to do and reconcile those together?'","NULL"
"1814","As an estimator, I want to see the item we’re estimating, so that I know what I’m giving an estimate for.","F"
"2962","Can we search by create date?","NULL"
"567","Yeah, I see.","NULL"
"3699","I just remember the family's last name. St Mary that I grew up in.","NULL"
"511","Because it has to be viewable on different devices.","F"
"1969","I think there were not just one or two. There were 70 some. Anyway. Do you just want us to put that together and email? Our concern is, we don't want to start putting stuff in there and get it confused with maybe an issue that already exists. You understand what I mean?","NULL"
"2140","...a canned query. I can't remember what the title was called, of the report. I'd have to  double check it. She was getting some random results and others were getting good results  query, sensitive to multi, people trying to use it at the same time. The point is that current results were impaired.","NULL"
"3363","Yeah, that's the part of the email where the way that we know that it's related to a CO is because if it's in the north, south, east or west location group on their system then that's the COs that he doesn't want us to touch.","NULL"
"3350","It's probably not going to equal something that's in...","NULL"
"4990",". Kim, what do you think the issues are, taking it down? We asked for techs to be available on Saturdays, and they say they do not schedule work on Saturdays. Unless Jim or Larry or our team's going to be in there on Saturday, I don't see...","NULL"
"470","Yeah, of course.","NULL"
"4150",".","NULL"
"2519",".","NULL"
"836","As a moderator, I want to delete an item from the list of items to be estimated, so that we can remove it and not estimate it.","F"
"385","Only question three out of five should be commended.","NULL"
"3663","Done what?","NULL"
"913","I keep hearing Disney. I don't know why. Disney Fast Pass.","NULL"
"4676","Great. Thank you.","NULL"
"595","I mean, I like this, but probably you should, we should just start with the English German French set, because the most of our customers are either one of these.","F"
"2661","Jim's on.","NULL"
"2110","Yes.","NULL"
"1093","The drop-downs, that's the bug. Those didn't work.","NULL"
"2920","","NULL"
"3234","for frame to be a valid general   .","NULL"
"4522","...them, 'When you're sending messages to people, don't have meetings about our stuff without having somebody from our team.'","NULL"
"3873","Like I said, I want all that to be integrated, on one page per se. I'd love for it to be like a map here and this is what you're seeing. Like, 'This is where I'm doing my work now.' If I want to do some adjustment to what's my data set, I want it to be  . Maybe it's like  and the search and it's just advanced, 'This is what I want to see.'","NULL"
"1844","As a moderator, I want to create a new game by entering a name and an optional description, so that I can start inviting estimators.","F"
"686","Just to say, 'This is what we're doing,' and then build from there, unless you...","NULL"
"1112","Please enter the conference pin number.","NULL"
"374","Um, yeah, but maybe, maybe I have to think about this more anyways.","NULL"
"538","I mean, we can choose an approach, which would make the global possibility for responsive design, but maybe just not in detail implemented on each side.","A"
"3931","We already have that knowledge. We have Notify for the most part for, what, seven, eight years? We have that knowledge. Why isn't that name they go by the same? We know Notify for a long time. We know all the software of Notify  .","NULL"
"4851","Please enter the conference key.","NULL"
"2440","I've monopolized the time  , but I think that's pretty much all I had.","NULL"
"4339","Hey DJ.","NULL"
"2390","No, that's good.","NULL"
"1570","Yes.","NULL"
"3347","I have seen you guys on location.","NULL"
"1951","Please enter the conference pin number.","NULL"
"4585","You don't want to box anybody in a corner, either. That doesn't do any good for Jasmine, to say, 'OK, she's the UX person now.' Not that that's a bad thing, but you would probably want to be a little bit more well rounded than that, versus looking at Miranda and going, 'You're more data or business logic  .","NULL"
"4936","Let's see. That's the other problem. I'm getting a lot of different lists, working on different projects. What list was that?","NULL"
"1909","You'll add a task on that one. Who thinks he can get this done? For one thing, because, like I told him, I don't care if the tester gets updated because it needs to be tested with CTDI next week anyway.","NULL"
"4690","I think so.","NULL"
"2585","Who's next?","NULL"
"229","What kind of, what kind of questions are there?","NULL"
"4584","These guys, when they come out, they don't necessarily know. They might have ideas, so to try to expose them a little bit to multiple things to see where they're going to be best suited. I had an idea of where they would be when they came on, but it's not necessarily the correct path until they get started on it.","NULL"
"3107","Would you make everything the same, make it work the same for plugs and for hardwire?","NULL"
"2562","In two week  , we're supposed to have something published that you can actually log in.","NULL"
"2515","","NULL"
"2922","All right.","NULL"
"887","As a team member, I want to know when the mid-point checkin is and what will be covered, so that I can plan accordingly.","F"
"609","So all the elements are there in three different languages and their manager, he can switch the language somewhere on a taco to his liking.","F"
"685","As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","F"
"1979","That was good. Except for that.","NULL"
"3012","search...","NULL"
"1632","I try to be.","NULL"
"3883",".","NULL"
"2632","Right! What is that phrase?","NULL"
"1125","As a developer, I want to have a list of definitions for commonly used terms, so that everyone working on the project can understand each other more easily.","F"
"4733","Just a little bit better than  . Coding's done. I just need to test it some more. End test, after Grady builds it.","NULL"
"2064","...line item. For that  . And then you treat it however you want to, whether you want to source it from your location, or...","NULL"
"1326","As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages.","A"
"4360","I want to try and load one of the clients. I'll do that on mine, and then come up with some task that we haven't at this point accomplished. At this point you know more than I do, so you have to teach me.","NULL"
"551","Yeah, so that's","NULL"
"47","Um, by the way, why super admin?","NULL"
"2158","We're getting a lot of calls from the techs, and I've been trying to email. It was 3/11. I am sorry, folks.","NULL"
"722","We shouldn't run that.","NULL"
"1640","As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.","F"
"3477","I think right now they're printing off their inventory files and just doing a manual check off of, yes, this is what's in there, no this is...They want an easier, quicker way of doing it, and also using the cycle counts feature to do it.","NULL"
"1668","Anything else? All right.","NULL"
"2211","And, then Frontier. So can you all get together and get Frontier scheduled for  ?","NULL"
"4653","Oh, OK.","NULL"
