"id","req_specification","class"
"77"," Hi DJ. Hey Kevin. I have Cathy Jenkins, Kim, Jim, DJ, Kevin. We don't have anything for you guys this morning. Do you all have anything for us?","NULL"
"78"," I do not.","NULL"
"79"," I do not.","NULL"
"80"," I do not.","NULL"
"81"," This is Kim. I do.","NULL"
"82"," OK.","NULL"
"84"," Just send it to us.","NULL"
"85"," Yeah.","NULL"
"86"," For instance, yesterday, we found that on some assets, there's no status. The status field is blank.","NULL"
"87"," That's not good.","NULL"
"88"," I think there were not just one or two. There were 70 some. Anyway. Do you just want us to put that together and email? Our concern is, we don't want to start putting stuff in there and get it confused with maybe an issue that already exists. You understand what I mean?","NULL"
"90"," That's kind of what we've used. We started using it because, for the Verizon assets, they wanted to keep up with the sequence number but then Brian was also using it to keep up with other data that he entered.","NULL"
"91"," If you look at the legacy ID field, he's had a pattern that he's used. He's actually out of the office today otherwise he could elaborate on that. It doesn't matter to us. We don't use that legacy ID field for anything.","NULL"
"92"," It will have the sequence number in it for the Verizon data so that it can be tied back to the Infinium or whatever that sequence number was related to. As far as the code, the code doesn't look at that legacy ID for anything.","NULL"
"95"," That's what we thought when we saw it. We don't know all the ins and outs of BellCam. Thank you.","NULL"
"96"," Was that it?","NULL"
"97"," That's it for me.","NULL"
"98"," Thanks everybody. We'll talk to you guys later.","NULL"
"99"," Thank you.","NULL"
"100"," Bye bye.","NULL"
"101"," That was good. Except for that.","NULL"
"102"," It was good. We have a  meeting. Just want to have it now.","NULL"
"103"," How can we have everything in LCAM  makes it not  figure it out?","NULL"
"104"," Please enter your conference...","NULL"
"105"," Are you calling anyone?","NULL"
"106"," Suze. She's probably in.","NULL"
"107"," Hi. Who do we have on the call?","NULL"
"108"," Jim's on.","NULL"
"109"," Hey, Jim.","NULL"
"110"," Alden's here.","NULL"
"111"," Alden North, I guess.","NULL"
"112"," Ken?","NULL"
"113"," Hey.","NULL"
"114"," What's up, ""Batman?""","NULL"
"115"," Not much. How are you?","NULL"
"116"," Hi, who just joined?","NULL"
"117"," It's Kevin.","NULL"
"118"," Hey, Kevin.","NULL"
"119"," That's  this scanner.","NULL"
"120"," Crickets, man, crickets.","NULL"
"121"," Then, but tomorrow  .","NULL"
"122"," Get the whole team, except for Susan!","NULL"
"123"," Is it functional yet?","NULL"
"124"," Yeah.  on a call.","NULL"
"125"," That was quick. Usually people take longer to dial in.","NULL"
"126"," We just had to ask her. She was calling in to  .","NULL"
"127"," Oh, we both dialed in fairly early.","NULL"
"128"," I don't even know if anybody else is going to join.","NULL"
"129","  .","NULL"
"130"," It is. Just looking at it's like...","NULL"
"131"," Larry, are you on?","NULL"
"132"," Larry  .","NULL"
"133"," How do we put the phone in  recall?","NULL"
"134"," I don't want that.","NULL"
"135"," Called up. They could hear me. I couldn't hear anybody. So, they might be talking to us.","NULL"
"136"," Hi, who joined?","NULL"
"137"," Hi, it's DJ.","NULL"
"138"," Hey, it's Larry. Larry.","NULL"
"139"," Hey DJ, hey Larry.","NULL"
"140"," What's with Larry Larry?","NULL"
"141"," I'm actually not at the office right now. Guys, do we have anything that we need to update them on?","NULL"
"142"," I guess they can get a quick update on email that they just sent regarding the received equipment from  . I've updated the ones that still have WMS as the bin. Those either came in while I was  on the 17th, or immediately after, so I've corrected those last few.","NULL"
"143"," Everything that's come in since has come in with the correct bin, so that issue has been addressed.","NULL"
"144"," There's two other items on there that I'm still looking into, and we'll get back to you guys as soon as we can. Regarding the  that seems to be occurring, and the part number. The batches and the part number.","NULL"
"145"," Hey, Jim, were you able to get any response from Ron at  ?","NULL"
"146"," Actually, I dropped the ball there. I was on another project, so I didn't get him. It's on my to-do list. I've worked with Brenda, just didn't give her  because she sent me something else, an email. She pulled a report from another screen, gave the details on  .","NULL"
"147"," Yeah, we just don't know if they're even trying to send anything for new equipment across the interface.","NULL"
"148"," Right. Get that solved. It was on the...I think he knew he was supposed to, right?","NULL"
"149"," I think he knew he's supposed to.  Yeah.","NULL"
"150"," Yeah. He is aware, and I've been checking with him since Wednesday. I just haven't got a response back from him, especially on the new equipment. So, I'm just hoping to get some kind of feedback from him.","NULL"
"151"," I'll be calling him.","NULL"
"152"," So, that's the only update we have for you guys. Do you all have anything you want to talk about?","NULL"
"153"," You mean...","NULL"
"154"," Yeah.","NULL"
"155"," No, I don't think so.","NULL"
"156","  .","NULL"
"157"," He's trying to slack off, guys.","NULL"
"158"," Can you think of anything else?","NULL"
"159"," I'm sorry, go ahead.","NULL"
"160"," No, I was going to ask you first. Larry and I had a few things, but I felt like you were...","NULL"
"161"," SQL could be  . Commands can go back and forth a lot.","NULL"
"162"," Larry and I tried to  up to your  . There have been critical ones in your world, so we  yesterday. Look at our active logs.","NULL"
"163"," ...specific on the ones that are critical. We ought to start with those. Larry and I can start, and you can time  .","NULL"
"164"," Yeah, that's fine.","NULL"
"165"," Like  , I don't have email in front of me, but basically you've got a high level...Susan's team, I guess when they go in there to do the approval. Pretty much the status is already set, so they're restricted, and can't redo something.","F"
"165"," Like  , I don't have email in front of me, but basically you've got a high level...Susan's team, I guess when they go in there to do the approval. Pretty much the status is already set, so they're restricted, and can't redo something.","A"
"166"," An example would be of, it's like a forward stocking, LCAM says it's out there, but then when we talk tech with  , the packet is not there, or some some situation that can't use that. They can't go back and change it to pick it up in stock.","A"
"167"," Interesting.","NULL"
"170","  .","NULL"
"171"," They can do that. I responded to Jimmy's email, I think just a few minutes ago. The problem there is that she's looking at  to see what's available. The specific item that she gave an example on is not available in LCAM because it's already sourced for other shipments.","NULL"
"172"," I think she's doing the right process, but she's not looking in LCAM to see why it's telling her that, that equipment isn't available when she looks on the shelf. At least I think that's what that screenshot was of.","NULL"
"173"," I sent some screenshots and explained what I did. That might help.","NULL"
"174"," Go ahead.","NULL"
"175"," Did you put everyone through  ?","NULL"
"176"," I just sent it a few minutes ago. Let me see. I see...","NULL"
"177"," Actually, this is the one. This one I sent this morning.","NULL"
"178"," Mostly that was to Jimmy. I don't know if I  other one  . This one was from Linda. They were kind of describing the same thing. It has IM group on there. I don't know if you're part of that or not, Larry.","NULL"
"179"," Don't worry. I'll forward it to Larry. I've got it.  , Thank you.  related  .","NULL"
"180"," The other one is, it's related to the same situation, and maybe not. Let's say that  our  members ordered more  , and three of them are in stock, and one is not in stock.","NULL"
"181"," Normally, what we've done in the past is, we would be able to split that order so you would be able to push through and process  available. Create  a different order for the one that was not in stock. You would put in for that order's status.","F"
"182"," Whether they can or they can't do that, or if it's not possible, they have to be able to figure out how to do that.  is something that can be addressed, or...?","NULL"
"184"," You click that, and you can say split it off, and you can...","NULL"
"185"," Quantity...","NULL"
"186"," ...orders are right...","NULL"
"187"," ...with that one. Two, or one, or I don't really know...","NULL"
"188"," ...line item. For that  . And then you treat it however you want to, whether you want to source it from your location, or...","NULL"
"190"," That one, I would...","NULL"
"191","  let them understand it and do the work...","NULL"
"192"," Wait a minute. They can split the order, but their question is the approval process. They said that we can't approve them separately.","NULL"
"194"," I understand what you're saying. So if you had, again, four items, you wanted, again, to split off to send to the vendor, are the other three automatically approved and sent forward?","NULL"
"195"," Once you approve the order. You have to, after you handle each of your detail line items, however you're going to handle, then you approve the whole order, and that's what  .","NULL"
"196"," , I don't have any experts on. Are they having to...If they approve  item to go  stock, or  , they approve it all, would there be a reason they couldn't approve ? We had that problem with   departmental request...","NULL"
"197","  that's really not an LCAM issue.","NULL"
"198"," So even though they have it, they can't  because they have to wait for the part number available in the item  so they can approve.","NULL"
"199"," I think somebody had made a request. I don't know exactly what it was, but it was something like BMA will just put a status on the order other than approve, and I think  or waiting on  was what they were talking about.","NULL"
"200"," We'll take it back to them  look at the next one  more.","NULL"
"201"," He already covered the split, over here, and stuff we just talked about  if they can't change that source, I don't know what we're doing wrong.","NULL"
"202"," That one, I think, was a misunderstanding. Because she's trying to change it to  , because in  it says the equipment's available but in LCAM, it's already sourced that equipment for another shipment, so it's not available in LCAM. I really think that issue is just confusion over the fact that, that piece of equipment had already been sourced for other orders.","NULL"
"203"," They've got something that...","NULL"
"204"," ...it's wired. It will say quantity allocated  not showing allocated yet.","NULL"
"205"," That's what I think, because we've been only picking up like every 20 minutes or so.","NULL"
"206"," All right, I'll take that back to them.","NULL"
"207"," And if that's not the case, then let me know. If we need to have a little WebX or something, and go through some of this...","NULL"
"208"," That may be an excellent idea.","NULL"
"209"," If they come up with their scenarios, and we can do the WebX...","NULL"
"210"," This situation, we can do this.","NULL"
"211"," I think  to do that  decisions for that. I think there may be more to it, but I think some it is absolutely just confusion.","NULL"
"212"," That's to be expected with a new system. It's different.","NULL"
"213"," In the first week. The first three times you do it.","NULL"
"214"," , that would be best. It doesn't matter when   .","NULL"
"215"," I don't  that.","NULL"
"216"," Yeah. I can do that. It will probably be Wednesday before I can schedule it. I'm pretty booked up. I'll send some...","NULL"
"217","  .","NULL"
"218"," Who all do you want? Or should I just send it to you two, and you all can send it to whoever?","NULL"
"219"," You can just send it to  it doesn't matter, as long as it's  .","NULL"
"220"," OK. All good.","NULL"
"221"," Larry, Karen's concern with the ship via CLLIs, and then the CLLI code that  , we need them. We're working on reviewing that in-house first, OK?","NULL"
"222"," Yeah. I got it.  .","NULL"
"223"," Yeah, I've done that. We're working on where that might be confusing. And the other item, I don't know if we've had it out there before, but the  group, and, well, both groups, I don't know if it's on anything, but CLLI code with the wild card...That's a big request.","F"
"224"," I don't remember that one.","NULL"
"225","  .","NULL"
"226"," Perfect.","NULL"
"227"," Clean it up, there.","NULL"
"228"," Guess it's not  I want to say. I think it is. There's so much on there, as ","NULL"
"229"," Right, and that's generally across any  search criteria. That'd be great.","NULL"
"230"," Ken, Is that mainly when you're trying to search for spares in a cluster location?","NULL"
"231"," I didn't get to read anything, but that would be one of the few reasons.","A"
"234"," Happy.","NULL"
"235"," Said it was  .","NULL"
"236"," Gather up...","NULL"
"238"," On the order approval screen they'd be trying to change to SE for a line item.","NULL"
"239"," Yes.","NULL"
"240"," Drake? Can you see how substitution works in LCAM?","NULL"
"241"," Yeah. As long as it's a valid substitute, you should be able to edit that line item and change the SE, or you can split it, put in a substitute for that particular asset. It has to be in our table for substitutes.","A"
"242"," Why would you split it if it's  ?","NULL"
"243"," We wouldn't unless it...","NULL"
"244"," You wouldn't unless you...","NULL"
"245"," Whenever they can't put that in, they need to let me know what it is, and we can check the sub table to see what's wrong. If it's valid we can update the sub table.","F"
"246"," Going to be a big one, but...","NULL"
"247"," Suckers.","NULL"
"248"," Larry, I guess that covers what we were talking about.","NULL"
"249"," Yeah. Yes, sir.","NULL"
"250"," Then for the IBT group that we were trying to target, most critical thing, what's coming up and biggest holdback is SCC scan error correction screen. First request,  , go to the active logs  . We're finding everything. Narrow those certain criteria. With project-related, OK.","NULL"
"251"," Otherwise they're struggling, fishing through the errors, and I think they're overwhelmed. First of all, we have a lot of errors. They usually have that cleaned up  .","NULL"
"252"," We were talking about different things. There's not an Infinium company, probably that'd come into play. The CLLI code, not only a wild card. There's some code, I'm no expert, I put a underscore four times, a  , 08, then a percent. It'll know that the specific, fixed character was for 08. You know what I'm saying?","NULL"
"253"," Yes.","NULL"
"254"," I can do that.","NULL"
"255"," Have a general  target for their assigned areas  Indiana, Ohio, and  instead of fishing through  .","NULL"
"256"," ...on the list.","NULL"
"257"," If you have other ideas, just to generalize it, that'd be good. The target project, that's OK. That's there, but otherwise they struggle.","NULL"
"258"," You don't look at it. See what it is? It should be just be  .","NULL"
"259"," ...I'm thinking Susan's already got that on the list.","NULL"
"260"," ...that can be brought up before releases, and even without releases. Is there a reprocess feature overnight to take something  ?","NULL"
"261"," Grady, are you on the room?","NULL"
"262"," Yeah, I'm here. Reprocessing from the SCC page?","NULL"
"263"," No. He's talking about...Aren't you talking about whenever we release or whenever we want to, to try to reprocess everything that's in the SCC screen for you?","NULL"
"264"," Yeah. I finished a script recently, was finishing up early this morning, to take all those and get them back to where they'll go through workflow again, reprocess so I can execute that procedure.","NULL"
"265"," Would you like us to run that overnight, Jim?","NULL"
"266"," Yeah, that would be helpful.","NULL"
"267"," I can.","NULL"
"268"," Grady wasn't able to finish for Friday night's release. They were trying to  . He'll run that after about six pm central time today. That should get anything that would have changed in the release and that's still sitting in the FCC screen. That should at least get rid of any of that.","NULL"
"269"," ...a canned query. I can't remember what the title was called, of the report. I'd have to  double check it. She was getting some random results and others were getting good results  query, sensitive to multi, people trying to use it at the same time. The point is that current results were impaired.","NULL"
"270"," They got the same thing two or three times and got different results.","NULL"
"271"," Do you know which report she was running?","NULL"
"272"," I figured you'd ask that, so I'll get back with you on that.","NULL"
"273"," Thanks.","NULL"
"274"," It was on an email but I can't...","NULL"
"275"," I don't want to  , anyway.","NULL"
"276"," It'll take me a minute. If you could give me the date so I can open it up, that's fine.  .","NULL"
"277"," Those are the kind of issues that scare the crap out of me. I know they're trying to use it.","NULL"
"278"," ...promotion screen, at the same time...","NULL"
"279"," 0.999.  91...","NULL"
"280"," ...really not minor. I don't even know. I'm assuming that it's still open.","NULL"
"281"," It is still open. You shouldn't...","NULL"
"282"," Don't want it to get lost.","NULL"
"283"," It is  .","NULL"
"284"," Why are they...?","NULL"
"285"," One last thing.","NULL"
"286"," They'll at least use a CPR code and...","NULL"
"287"," We're getting a lot of calls from the techs, and I've been trying to email. It was 3/11. I am sorry, folks.","NULL"
"288"," Sorry about that,  in my pocket.","NULL"
"289"," I'm scanning transactions, email of March 11. It's not  . Reply  , so there's  question from Nicole and Peggy. They're working on .  getting critical. You need me to forward that email again? You know what I'm talking about?","NULL"
"290"," Yes. I haven't replied to it, and it's old, and I probably moved it. I know last week you and Ken were going to get together about what the roles would need to be for the month's scanning  . That determines what screens they can see. Still send me that email and I'll look at it and see if I can  it.","NULL"
"291","  . Thank you. That'll do it for now.","NULL"
"292"," Get a high level  . Going to pick up a new Verizon 3  Larry, we've got to get that request for approval smoothed out, and get this scanning process correct the errors  down a little bit.","NULL"
"293"," Hopefully the WebX I'll set up for Wednesday will help.","NULL"
"294"," Larry, do you have anything else?","NULL"
"295"," No, sir. I'm good.","NULL"
"296"," That's it for me, too.","NULL"
"297"," Thanks, everybody. Hope you...","NULL"
"298"," Well, Susan's on her way to the large. Do we need to catch her?","NULL"
"299"," Yeah, because I mean it's 3:30.","NULL"
"300"," Susan is right.","NULL"
"301"," Who is this, Joy?","NULL"
"302"," It's Kaitlin.","NULL"
"303"," Hey, Kaitlin.","NULL"
"304"," Hi Greg. It's all the rest of your friends.","NULL"
"305"," Not all of them.","NULL"
"306"," ","NULL"
"307"," OK, Jim, Kaitlin, Kim, I think, and DJ.","NULL"
"308"," OK, this important thing about the meeting is sent an email saying what was going to be in the release tonight, so you'll be getting the release tonight. What else do we need to talk about?","NULL"
"309"," I just have one thing. This is Adam. I did get the list of fans from Brian. I haven't started working on those, but I did get those recently, so I'll start working on getting those resolved.","NULL"
"310"," All right. Thanks.","NULL"
"311"," Feel great things.","NULL"
"312"," Great things they were better than that.","NULL"
"313"," OK, Anybody else have any updates?","NULL"
"314","  It's hilarious that they're in there.","NULL"
"315"," It's a lot...a little bit ago what you're doing with the Thursdays?  Did Kim even join?","NULL"
"316"," I thought I heard Kim, but,  sure who did join.","NULL"
"317"," Yeah, it is...I always hear them on calls .","NULL"
"318"," I don't know. Every time I hear Kim I think of the girl sort of like...I've never heard it as a man's name before.","NULL"
"319"," OK I will let you know that... I'll just let you know that one of the folks that is supporting our virtual server advised us that it appears there's a possibility that the application could be using reports and not releasing them.","NULL"
"320"," We're not saying that that's happening, so the thing now is doing that today. put a monitor on those codes just so that he can see that they're being released. Other than that, he was not able to find out what, if there was a network issue, it was. Before we can root cause it so it doesn't happen again, I wanted to make sure that it's not a port issue, so he's taking care of that.","NULL"
"321"," And that's all I have.","NULL"
"322"," All right. We will talk to you guys tomorrow.","NULL"
"323"," It records. It's red. It records  and you can plug it in here and it will search all your notes. It can take it up.","NULL"
"324"," Seriously?","NULL"
"325"," Mm-hm. Look at the paper. It's super cool.","NULL"
"326"," This is works?","NULL"
"327"," When you push record, it starts recording what you write, and there's a little camera in here, and it picks up the things that...","NULL"
"328"," Are you serious?","NULL"
"329"," Yeah, I'm completely serious. I have, what, 73 pages since I came here? I'll probably fill it up by the time I leave. Then I can remember because I'm not doing my research stuff for the data analysis until October, so I need to remember everything I can remember. It's really cool. I didn't use it at first, and then I was like, ""I should try it."" My handwriting is terrible. Look at that. It picks it up. It's fantastic.","NULL"
"330"," It is. It's really cool.","NULL"
"331"," It's super awesome. I didn't buy it. I made Notre Dame buy it. I was like...","NULL"
"332"," ...made. Before we go, we'll figure it out and get the best of the usual releases. Conduit...","NULL"
"333"," What about that? ","NULL"
"334"," We got in a request that's, as per usual, something that needs to be done within the next month so I asked them what they wanted to push out and pretty much Conduit with The Elite. A way of possibilities so we'll be replacing MAT point and configurable palette with the MAT powders. Adam and Miranda are given at the best in Michael's help. I already told them the Conduit stuff, we just have a slot for them.","NULL"
"335"," ","NULL"
"336"," Well, get started on it. I'd say go ahead, but until we have the meeting happening.","NULL"
"337"," If we get a meeting  .","NULL"
"338"," Yes, if we can get the meeting and get stories. If Patrick has time again with the performance issue, any type thing, and you're becoming familiar with it then that's great.  , customer support?","NULL"
"339"," That's open.","NULL"
"340"," And, then Frontier. So can you all get together and get Frontier scheduled for  ?","NULL"
"341"," We want them scheduled like April the fourth, right? That's that Monday?","NULL"
"342"," April fourth or  .","NULL"
"343"," Can you add the PUD and the sub power on the northwest engine of that database? I honestly keep forgetting to do it.","NULL"
"344"," Can you remember when we get down to that thing?","NULL"
"345"," I think we're on that section. I want them to be trained.","NULL"
"346"," Got you.","NULL"
"347"," I want them to be listed as a group, those three companies to be trained on Front Desk. That and PUD and the sub powering on the northwest engine. Jesse, when you get to that, then I'll give you the contact names. I don't have them off the top of my head.","NULL"
"348"," You need to talk to  . We have residents there to notify people. We need to get him on board. OK, we have decided on the Agile Class, and I am gonna get it scheduled based on everybody's calenders. John wanted us to bring a couple of the Denver people in. Talked to Matt yesterday about trying to make sure it all works with their calenders, as well. We are going do a one day class. It will probably be late April, early May would be my guess.","NULL"
"349"," Where would that be, then?","NULL"
"350"," Here?","NULL"
"351"," Well I think the question is are the people...","NULL"
"352"," I just saw the number of people.","NULL"
"353"," Here we are...","NULL"
"354"," It's going to be our team, Jules' team, and then a couple guys from Denver. So we can open that up. We'll figure out how to do it.","NULL"
"355"," OK, HTML file  .","NULL"
"356"," I've asked  for these flashback construction engineering. I told them engineering is done, and, construction, I told them we're not planning on doing anything this quarter.","NULL"
"357"," At least not  .","NULL"
"358"," They were supposed to get together and talk back with me but they haven't yet, so whatever. All right, Frontier?","NULL"
"359"," It's awesome!","NULL"
"360"," What's the real story?","NULL"
"361"," We're probably going to have another emergency release tonight around, I'd say, 7:00 or 8:00. How many days passed? ","NULL"
"362"," Presently, those release counters, how many business days have we...","NULL"
"363"," That's exactly...close one, because we did not do one on Monday. We did one on Sunday, didn't do it on Monday. We did one Sunday with every business position.","NULL"
"364"," There will be nothing to worry about right now.","NULL"
"365"," We really messed with Paige's report. Seems like being every bad day out there with all the sudden releases.","NULL"
"366"," Not very happy about it. What about the people for that date?","NULL"
"367"," Apparently, we're going to be converting those assets at some time on Saturday, April the 2nd over Verizon. As far as where the rest of the release is, Drake's trying to not have email up, and get his work done for the release and quit working on emergency releases. He's trying to keep it down so that he can get caught up. Everybody else, I guess, is on track. Nobody said they were stuck.","NULL"
"368"," There's no way you could  . 30,000 locations have fallen out right now.","NULL"
"369"," Are they answering your questions?","NULL"
"370"," Just so we are clear, your stuff is what you get done by April 2nd. After that it becomes their stuff, unless they decide to push after release. I know that's not the best possible solution we can turn over, but that's the one that they had given us. If they refuse to push that day, and they say they'll handle the fallout. There we go. Karen?","NULL"
"371"," I can't read the  . Whole transfer stuff...as far as I know we are on track for delivering at the end of the month, their go by date. Right now is April 4th. I do have some questioning on reports. They didn't give me four reports that they want. There's not a whole lot of detail in there. They said they need this before we go live.","NULL"
"372"," I'm meeting with Des, I think tomorrow, on those reports. That's our top priority from them. Des keeps working on that. We're meeting with them Thursday again, so they can decide what option they want to go with. So we can make progress on that. That will not meet the 31st day period. There's no way that's going to happen.","NULL"
"373"," But we did tell her that yesterday.","NULL"
"374"," Yes, we did.","NULL"
"375"," The sooner we know things are going to meet dates,  the better we can set expectations to them.","NULL"
"376"," The Dashboard is done, as far as I'm concerned.","NULL"
"377"," Are you sure? Nobody  today.","NULL"
"378"," Yes. Kevin's been writing those stories. We have a meeting probably Sunday, so  test cases.  . Then we have the planning  early this week or next week, it may not be this week. Sometime next week it should be done  , as far as the whole thing goes, hopefully.","NULL"
"379","  Marcy has sent questions over to the engineers, basically in charge of the engineering request. I guess we'll make an emergency release for that report. I'm talking about this...then we've talked about this sustainment team. We've loosely got Jasmine and Miranda as the sustainment team right now.","NULL"
"380"," Miranda we've kind of pulled off a little bit, to work on this emergency one month, mapping things with Adam. Right now Jasmine is the sustainment team. We just had a meeting with United Illuminating, because they had a bunch of tickets kind of following...Karen's got a bunch of schedule work to do.","NULL"
"381"," The whole point of this sustainment team-creating is to try to limit the distractions and do our schedule part. What we said out of this...we had that meeting. Joel and Karen ran it, talked to the customer and asked questions back and forth. What we really want is Jesse and Jasmine running that meeting.","NULL"
"382"," The tickets come in to Jesse, if he can't figure it out, if it's a coding thing, something that needs to be looked at in the code, questions that he has, or things that need to be configured. Then he would go to the sustainment team, and then they're able to look into the code, probably make some database changes. At first they're going to have a lot of questions, so we will be subject matter experts that they'll go to.","NULL"
"383"," So they might schedule a 10, 15 minute question and answer session where they will write down...so we won't have to sit there keeping notes, managing it all, making sure it all gets done, making sure the tickets get resolved -- that'll be the sustainment team responsibility -- we'll just be there answering questions. So they'll ask the questions, write down the answers, update the tickets, and then we just...obviously at first they're going to have a lot of questions to us about how things work. So that will be our responsibility right now, just to answer those questions.","NULL"
"384"," Then as we move on into maybe some people roll on onto that team  that'll allow him to ask people in other applications questions so we'll all work through this cross-training opportunity.  . Do we have?","NULL"
"385"," We had some stuff that Jasmine did and we haven't released it yet, a couple of things we found, new items, we're fixing the other two. Jeremy's CTL needs to be added on that list too. That has the same thing, there were some things that were...","NULL"
"386"," checking everything she did   .","NULL"
"387"," ...put over there too, I don't know what they are off the top of my head.","NULL"
"388"," Do I need to be notified? Releases?","NULL"
"389"," No.","NULL"
"390"," I don't know, let's...","NULL"
"391"," 1.20 is the one that's going out at the end of the month.","NULL"
"392"," ","NULL"
"393"," Based on what new tech 1.10 out on, that is...","NULL"
"394"," ","NULL"
"395"," 1.20 might need to be moved up some depending on what option they take on the fast path. That's the one having to get it checked in. I guess we owe him that with a clean release so we may go with 20 a little bit earlier.","NULL"
